Counting cache functions... Output every 1 seconds.
    HITS   MISSES  DIRTIES    RATIO   BUFFERS_MB   CACHE_MB  DEBUG
    9177        0     7181   100.0%           33      62416  (16358 7181 7153 7153)
    9152        0     7182   100.0%           33      62445  (16334 7182 7154 7154)
    9186        0     7182   100.0%           33      62474  (16368 7182 7154 7154)
    8656        3     7082   100.0%           33      62501  (15741 7082 7046 7043)
    9150        0     7180   100.0%           33      62530  (16330 7180 7152 7152)
    9194        0     7441   100.0%           33      62558  (16635 7441 7412 7412)
    9179        0     7179   100.0%           33      62587  (16358 7179 7151 7151)
    8688        2     6826   100.0%           33      62615  (15516 6826 6791 6789)
    9142        0     7180   100.0%           33      62644  (16322 7180 7152 7152)
    9167        0     7184   100.0%           33      62673  (16351 7184 7156 7156)
    9187        0     7180   100.0%           33      62701  (16367 7180 7152 7152)
    9155        0     7181   100.0%           33      62730  (16336 7181 7153 7153)
    8691        4     7086   100.0%           33      62758  (15781 7086 7051 7047)
    9138        0     7183   100.0%           33      62786  (16321 7183 7155 7155)
    9177        0     7182   100.0%           33      62815  (16359 7182 7154 7154)
    9163        0     7180   100.0%           33      62844  (16343 7180 7152 7152)
    8736        0     6825   100.0%           33      62871  (15561 6825 6789 6798)
    9172        0     7184   100.0%           33      62900  (16356 7184 7156 7156)
    9175        0     7180   100.0%           33      62929  (16355 7180 7152 7152)
    9175        0     7180   100.0%           33      62958  (16355 7180 7152 7152)
    9154        0     7183   100.0%           33      62986  (16337 7183 7155 7156)
    8684        5     7075    99.9%           33      63014  (15764 7075 7042 7037)
    9957        0     7439   100.0%           33      63042  (17396 7439 7409 7410)
    9242        0     7180   100.0%           33      63072  (16422 7180 7152 7152)
    9178        0     7181   100.0%           33      63100  (16359 7181 7153 7153)
    8780        4     7085   100.0%           33      63129  (15869 7085 7051 7047)
    9178        0     7180   100.0%           33      63157  (16358 7180 7152 7152)
    9178        0     7180   100.0%           33      63186  (16358 7180 7152 7152)
    9169        1     7181   100.0%           33      63215  (16351 7181 7154 7153)
    9188        0     7182   100.0%           33      63244  (16370 7182 7154 7154)
    8658        2     6830   100.0%           34      63271  (15490 6830 6794 6792)
    9196        0     7180   100.0%           34      63300  (16376 7180 7152 7152)
    9124        0     7183   100.0%           34      63329  (16307 7183 7155 7155)
    9172        0     7179   100.0%           34      63358  (16351 7179 7151 7151)
    8757        1     7328   100.0%           34      63386  (16086 7328 7299 7298)
    9121        0     7181   100.0%           34      63414  (16302 7181 7154 7154)
    9151        0     7184   100.0%           34      63442  (16335 7184 7156 7156)
    9185        0     7181   100.0%           34      63471  (16366 7181 7153 7153)
    9227        0     7182   100.0%           34      63500  (16409 7182 7154 7154)
    8748        3     7080   100.0%           34      63529  (15831 7080 7044 7041)
    9184        0     7182   100.0%           34      63558  (16366 7182 7154 7154)
    9186        0     7181   100.0%           34      63586  (16367 7181 7153 7153)
    9181        0     7180   100.0%           34      63615  (16361 7180 7152 7152)
    9079        0     7184   100.0%           34      63643  (16263 7184 7156 7156)
    8959        2     6683   100.0%           34      63671  (15644 6683 6650 6648)
    9169        0     7182   100.0%           34      63700  (16351 7182 7154 7154)
   11894        0     7442   100.0%           34      63730  (19336 7442 7410 7455)
    9152        0     7182   100.0%           34      63758  (16334 7182 7154 7154)
    8723        3     6823   100.0%           34      63786  (15549 6823 6788 6785)
    9187        0     7182   100.0%           34      63815  (16369 7182 7154 7154)
    9229        0     7182   100.0%           34      63844  (16411 7182 7154 7154)
    9253        0     7190   100.0%           34      63873  (16443 7190 7156 7162)
    9201        0     7385   100.0%           34      63902  (16586 7385 7356 7357)
    8841        0     7014   100.0%           34      63930  (15855 7014 6979 6987)
    9208        0     7436   100.0%           34      63958  (16644 7436 7407 7407)
    9171        0     7181   100.0%           34      63986  (16352 7181 7153 7153)
    9190        0     7184   100.0%           34      64016  (16374 7184 7156 7156)
    8789        5     7086    99.9%           34      64044  (15880 7086 7053 7048)
    9181        0     6926   100.0%           34      64072  (16107 6926 6900 6902)
    9183        0     7182   100.0%           34      64101  (16365 7182 7154 7154)
    9145        0     7182   100.0%           34      64129  (16327 7182 7154 7154)
    9205        1     7179   100.0%           34      64159  (16385 7179 7152 7151)
    8665        1     6823   100.0%           34      64186  (15489 6823 6787 6786)
    9167        0     7180   100.0%           34      64215  (16347 7180 7152 7152)
    9156        0     7180   100.0%           34      64243  (16336 7180 7152 7152)
    9174        0     7180   100.0%           34      64272  (16354 7180 7152 7152)
    8745        2     7086   100.0%           34      64301  (15833 7086 7049 7047)
    9130        0     7356   100.0%           34      64329  (16486 7356 7328 7328)
    9208        0     7183   100.0%           34      64357  (16391 7183 7155 7155)
    9228        0     7182   100.0%           34      64386  (16410 7182 7154 7154)
    9185        0     7182   100.0%           34      64416  (16367 7182 7154 7154)
    8642        2     6823   100.0%           34      64443  (15467 6823 6788 6786)
    9197        0     7179   100.0%           34      64472  (16376 7179 7151 7151)
    9197        0     7181   100.0%           34      64501  (16378 7181 7153 7153)
    9205        0     7181   100.0%           34      64529  (16386 7181 7153 7153)
    8809        3     7084   100.0%           34      64558  (15896 7084 7048 7045)
    9173        0     7182   100.0%           34      64587  (16355 7182 7154 7154)
    9373        0     7439   100.0%           34      64616  (16812 7439 7410 7410)
    9199        0     7184   100.0%           34      64645  (16383 7184 7156 7156)
    9121        0     7185   100.0%           34      64674  (16306 7185 7157 7157)
    8699        2     6981   100.0%           34      64702  (15682 6981 6946 6944)
    9232        0     7182   100.0%           34      64731  (16414 7182 7154 7154)
    9183        0     7183   100.0%           34      64760  (16366 7183 7155 7155)
    9167        0     7240   100.0%           34      64788  (16407 7240 7211 7212)
    8635        3     7079   100.0%           34      64816  (15717 7079 7044 7041)
    9270        0     7436   100.0%           34      64845  (16706 7436 7407 7407)
    9225        0     7182   100.0%           34      64874  (16407 7182 7154 7154)
    9146        0     7439   100.0%           34      64901  (16585 7439 7410 7410)
    9216        0     7181   100.0%           34      64931  (16397 7181 7153 7153)
    8660        0     7086   100.0%           34      64959  (15746 7086 7052 7058)
    9190        0     7181   100.0%           34      64987  (16371 7181 7153 7153)
    9183        0     7180   100.0%           34      65016  (16363 7180 7152 7152)
    9195        0     7182   100.0%           34      65045  (16377 7182 7154 7154)
    8694        3     6829   100.0%           34      65072  (15526 6829 6794 6791)
    9097        0     7183   100.0%           34      65101  (16280 7183 7155 7155)
    9171        0     7182   100.0%           34      65130  (16353 7182 7154 7154)
    9210        0     7182   100.0%           34      65158  (16392 7182 7154 7154)
    9176        0     7181   100.0%           34      65187  (16357 7181 7153 7153)
    8735        1     7078   100.0%           34      65214  (15814 7078 7041 7040)
    9155        0     7182   100.0%           34      65244  (16337 7182 7154 7154)
    9260        0     7184   100.0%           34      65273  (16444 7184 7156 7156)
    9168        0     7182   100.0%           34      65302  (16350 7182 7154 7154)
    8696        2     6824   100.0%           34      65329  (15522 6824 6788 6786)
    9146        0     7181   100.0%           34      65358  (16327 7181 7153 7153)
    9172        0     7179   100.0%           34      65387  (16351 7179 7151 7151)
    9171        0     7182   100.0%           34      65416  (16353 7182 7154 7154)
    9188        0     7183   100.0%           34      65444  (16371 7183 7155 7155)
    8670        2     7084   100.0%           34      65472  (15756 7084 7048 7046)
    9381        0     7378   100.0%           34      65501  (16759 7378 7349 7350)
    9190        0     7182   100.0%           34      65530  (16372 7182 7154 7154)
    9193        0     7183   100.0%           34      65559  (16376 7183 7155 7155)
    8656        3     6827   100.0%           34      65587  (15486 6827 6792 6789)
    9226        0     7179   100.0%           34      65616  (16405 7179 7151 7151)
    9164        0     7185   100.0%           34      65645  (16349 7185 7157 7157)
    9167        0     7183   100.0%           34      65673  (16350 7183 7155 7155)
    9178        0     7180   100.0%           34      65703  (16358 7180 7152 7152)
    8822        2     7082   100.0%           34      65730  (15906 7082 7046 7044)
    9157        0     7184   100.0%           34      65759  (16341 7184 7156 7156)
    9179        0     7180   100.0%           34      65788  (16359 7180 7152 7152)
    9190        0     7181   100.0%           34      65816  (16371 7181 7153 7153)
    8742        0     7078   100.0%           34      65844  (15820 7078 7042 7050)
    9170        0     7184   100.0%           34      65873  (16354 7184 7156 7156)
    9171        0     7182   100.0%           34      65901  (16353 7182 7154 7154)
    9165        0     7182   100.0%           34      65930  (16347 7182 7154 7154)
    9168        0     7182   100.0%           34      65959  (16350 7182 7154 7154)
    8817        2     7077   100.0%           34      65988  (15896 7077 7041 7039)
    9189        0     7181   100.0%           34      66017  (16370 7181 7153 7153)
    9171        0     7179   100.0%           34      66044  (16350 7179 7151 7151)
    9159        0     7183   100.0%           34      66074  (16342 7183 7155 7155)
    8790        6     7086    99.9%           34      66102  (15882 7086 7052 7046)
    9143        0     7182   100.0%           34      66130  (16325 7182 7155 7155)
    9242        0     7184   100.0%           34      66159  (16426 7184 7156 7156)
    9173        0     7182   100.0%           34      66187  (16355 7182 7154 7154)
    9188        0     7179   100.0%           34      66217  (16367 7179 7151 7151)
    8655        1     6823   100.0%           34      66244  (15479 6823 6787 6786)
    9195        0     7182   100.0%           34      66273  (16377 7182 7154 7154)
    9192        0     7183   100.0%           34      66301  (16375 7183 7155 7155)
    9165        0     7178   100.0%           34      66330  (16343 7178 7150 7150)
    9111        0     7182   100.0%           34      66359  (16293 7182 7154 7154)
    9199        3     6937   100.0%           34      66388  (16139 6937 6902 6899)
    9197        0     7182   100.0%           34      66417  (16379 7182 7154 7154)
    9217        0     7182   100.0%           34      66445  (16399 7182 7154 7154)
    9175        0     7182   100.0%           34      66475  (16357 7182 7154 7154)
    8735        2     7084   100.0%           34      66502  (15821 7084 7048 7046)
    9205        0     7182   100.0%           34      66530  (16387 7182 7154 7154)
    9196        0     7182   100.0%           34      66560  (16378 7182 7154 7154)
    9171        0     7178   100.0%           34      66588  (16349 7178 7150 7150)
    9236        0     7439   100.0%           34      66618  (16675 7439 7410 7410)
    8916        5     6683    99.9%           34      66645  (15604 6683 6653 6648)
    9201        0     7183   100.0%           34      66674  (16384 7183 7155 7155)
    9249        0     7178   100.0%           34      66703  (16427 7178 7150 7150)
    9194        0     7183   100.0%           34      66732  (16377 7183 7155 7155)
    8652        3     6823   100.0%           34      66759  (15478 6823 6788 6785)
    9201        0     7182   100.0%           34      66788  (16383 7182 7154 7154)
    9215        0     7181   100.0%           34      66817  (16396 7181 7153 7153)
    9195        0     7365   100.0%           34      66846  (16560 7365 7337 7337)
    9213        0     7438   100.0%           34      66875  (16651 7438 7409 7409)
    8653        0     7082   100.0%           34      66902  (15735 7082 7044 7054)
    9193        0     7439   100.0%           34      66931  (16632 7439 7410 7410)
    9181        0     7182   100.0%           34      66959  (16363 7182 7154 7154)
    9148        0     7185   100.0%           34      66988  (16333 7185 7157 7157)
    8727        2     7078   100.0%           34      67016  (15807 7078 7041 7039)
    9132        0     7183   100.0%           34      67045  (16315 7183 7155 7155)
    9209        0     7184   100.0%           34      67074  (16393 7184 7156 7156)
    9175        0     7182   100.0%           34      67103  (16357 7182 7154 7154)
    9234        0     7182   100.0%           34      67132  (16416 7182 7154 7154)
    8651        5     6817    99.9%           34      67159  (15473 6817 6785 6780)
    9153        0     7183   100.0%           34      67188  (16336 7183 7155 7155)
    9164        0     7183   100.0%           34      67217  (16347 7183 7155 7155)
    9172        0     7199   100.0%           34      67245  (16371 7199 7172 7175)
    8878        1     7086   100.0%           34      67274  (15965 7086 7049 7048)
    9189        0     7181   100.0%           34      67302  (16370 7181 7153 7153)
    9249        0     7182   100.0%           34      67332  (16431 7182 7154 7154)
    9174        0     7182   100.0%           34      67360  (16356 7182 7154 7154)
    9299        0     7184   100.0%           34      67389  (16483 7184 7156 7156)
    8773        3     7083   100.0%           34      67418  (15859 7083 7046 7043)
    9179        0     7208   100.0%           34      67446  (16387 7208 7179 7180)
    9181        0     7184   100.0%           34      67475  (16365 7184 7156 7156)
    9239        0     7440   100.0%           34      67504  (16679 7440 7411 7411)
    8779        3     7072   100.0%           34      67532  (15854 7072 7036 7033)
    9174        0     7183   100.0%           34      67561  (16357 7183 7155 7155)
   10012        0     7180   100.0%           34      67590  (17192 7180 7152 7152)
    9127        0     7182   100.0%           34      67618  (16309 7182 7154 7154)
    9233        0     7182   100.0%           34      67647  (16415 7182 7154 7154)
    8694        3     7083   100.0%           34      67674  (15780 7083 7047 7044)
    9199        0     7181   100.0%           34      67703  (16380 7181 7153 7153)
    9193        0     7185   100.0%           34      67732  (16378 7185 7157 7157)
    9185        0     7183   100.0%           34      67761  (16368 7183 7155 7155)
    8683        2     6825   100.0%           34      67789  (15510 6825 6787 6785)
    9193        0     7182   100.0%           34      67818  (16375 7182 7154 7154)
    9191        0     7184   100.0%           34      67847  (16375 7184 7156 7156)
    9183        0     7178   100.0%           34      67876  (16361 7178 7150 7150)
    9186        0     7183   100.0%           34      67905  (16369 7183 7155 7155)
    8808        0     7085   100.0%           34      67932  (15893 7085 7049 7057)
    9156        0     7182   100.0%           34      67961  (16338 7182 7154 7154)
    9198        0     7180   100.0%           34      67990  (16378 7180 7152 7152)
    9905        0     7180   100.0%           34      68019  (17085 7180 7152 7152)
    8759        2     6828   100.0%           34      68047  (15589 6828 6793 6791)
    9113        0     7183   100.0%           34      68075  (16296 7183 7155 7155)
    9172        0     7181   100.0%           34      68105  (16353 7181 7153 7153)
    9175        0     7314   100.0%           34      68133  (16489 7314 7287 7289)
    9199        0     7181   100.0%           34      68162  (16380 7181 7153 7153)
    8664        6     7083    99.9%           34      68190  (15753 7083 7050 7044)
    9191        0     7181   100.0%           34      68218  (16372 7181 7153 7153)
    9226        0     7182   100.0%           34      68246  (16408 7182 7154 7154)
    9184        0     7183   100.0%           34      68276  (16367 7183 7155 7155)
    8659        4     6824   100.0%           34      68303  (15487 6824 6791 6787)
    9114        0     7184   100.0%           34      68332  (16298 7184 7156 7156)
    9169        0     7181   100.0%           34      68361  (16350 7181 7153 7153)
    9192        0     7182   100.0%           34      68390  (16374 7182 7154 7154)
    9155        0     7327   100.0%           34      68418  (16482 7327 7301 7301)
    8737        1     7083   100.0%           34      68446  (15821 7083 7045 7044)
    9174        0     7180   100.0%           34      68476  (16354 7180 7152 7152)
    9151        0     7365   100.0%           34      68503  (16516 7365 7339 7341)
    9199        0     7182   100.0%           34      68532  (16381 7182 7154 7154)
    8698        3     6829   100.0%           34      68560  (15530 6829 6794 6791)
    9164        0     7179   100.0%           34      68588  (16343 7179 7151 7151)
    9162        0     7183   100.0%           34      68618  (16345 7183 7155 7155)
    9190        0     7182   100.0%           34      68646  (16372 7182 7154 7154)
    9182        0     7360   100.0%           34      68674  (16542 7360 7332 7332)
   11613        0     7095   100.0%           34      68703  (18708 7095 7052 7098)
    9132        0     7182   100.0%           34      68732  (16314 7182 7154 7154)
    9164        0     7181   100.0%           34      68761  (16345 7181 7153 7153)
    9166        0     7181   100.0%           34      68789  (16347 7181 7153 7153)
    8799        0     7080   100.0%           34      68817  (15879 7080 7043 7051)
    9105        0     7190   100.0%           34      68846  (16295 7190 7159 7159)
    9150        0     7183   100.0%           34      68874  (16333 7183 7155 7155)
    9256        0     7182   100.0%           34      68903  (16438 7182 7154 7154)
    9191        0     7184   100.0%           34      68932  (16375 7184 7156 7156)
    8682        3     6821   100.0%           34      68959  (15506 6821 6787 6784)
    9210        0     7180   100.0%           34      68988  (16390 7180 7152 7152)
    9220        0     7183   100.0%           34      69018  (16403 7183 7155 7155)
    9223        0     7183   100.0%           34      69046  (16406 7183 7155 7155)
    8885        0     7323   100.0%           34      69076  (16208 7323 7293 7293)
    9124        0     6939   100.0%           34      69103  (16063 6939 6903 6903)
    9159        0     7182   100.0%           34      69132  (16341 7182 7154 7154)
    9192        0     7440   100.0%           34      69161  (16632 7440 7411 7411)
    9168        0     7439   100.0%           34      69189  (16607 7439 7410 7410)
    8727        5     7077    99.9%           34      69217  (15809 7077 7044 7039)
    9168        0     7181   100.0%           34      69245  (16349 7181 7153 7153)
    9186        0     7182   100.0%           34      69274  (16368 7182 7154 7154)
    9154        0     7180   100.0%           34      69303  (16334 7180 7152 7152)
    9192        0     7182   100.0%           34      69332  (16374 7182 7154 7154)
    8647        1     6827   100.0%           34      69359  (15475 6827 6791 6790)
    9173        0     7184   100.0%           34      69389  (16357 7184 7156 7156)
    9192        0     7439   100.0%           34      69416  (16631 7439 7410 7410)
    9137        0     7181   100.0%           34      69445  (16318 7181 7153 7153)
    8718        3     7083   100.0%           34      69474  (15804 7083 7046 7043)
    9138        0     7181   100.0%           34      69502  (16319 7181 7153 7153)
    9147        0     7181   100.0%           34      69531  (16328 7181 7153 7153)
    9188        0     7182   100.0%           34      69560  (16370 7182 7154 7154)
    9201        0     7185   100.0%           34      69589  (16386 7185 7157 7157)
    8589        0     6829   100.0%           34      69616  (15418 6829 6791 6791)
    9232        0     7184   100.0%           34      69645  (16416 7184 7156 7156)
    9223        0     7181   100.0%           34      69674  (16404 7181 7153 7153)
    9135        0     6927   100.0%           34      69702  (16062 6927 6900 6900)
    8712        3     7079   100.0%           34      69730  (15794 7079 7043 7040)
    9167        0     7183   100.0%           34      69759  (16350 7183 7155 7155)
    9216        0     7183   100.0%           34      69787  (16399 7183 7155 7155)
    9190        1     7181   100.0%           34      69817  (16372 7181 7154 7153)
    9182        0     7181   100.0%           34      69845  (16363 7181 7153 7153)
    8767        0     7082   100.0%           34      69874  (15849 7082 7046 7054)
    9164        0     7182   100.0%           34      69902  (16346 7182 7154 7154)
    9282        0     7437   100.0%           34      69930  (16719 7437 7408 7408)
    9170        0     7184   100.0%           34      69959  (16354 7184 7156 7156)
    8706        3     7078   100.0%           34      69988  (15787 7078 7042 7039)
    9145        0     7181   100.0%           34      70016  (16326 7181 7153 7153)
    9160        0     7185   100.0%           34      70045  (16345 7185 7157 7157)
    9148        0     7185   100.0%           34      70074  (16333 7185 7157 7157)
    9185        0     7181   100.0%           34      70103  (16366 7181 7153 7153)
    8666        5     6821    99.9%           34      70130  (15492 6821 6789 6784)
    9168        0     7182   100.0%           34      70160  (16350 7182 7154 7154)
    9208        0     7181   100.0%           34      70188  (16389 7181 7153 7153)
    9207        0     7438   100.0%           34      70216  (16645 7438 7409 7409)
    8173        5     6568    99.9%           34      70243  (14746 6568 6537 6532)
    9127        0     6923   100.0%           34      70271  (16050 6923 6896 6896)
    9181        0     7181   100.0%           34      70299  (16362 7181 7153 7153)
    9190        0     7179   100.0%           34      70329  (16369 7179 7151 7151)
    9293        0     7181   100.0%           34      70357  (16474 7181 7153 7153)
    8740        0     7088   100.0%           34      70386  (15828 7088 7048 7050)
    9179        0     7398   100.0%           34      70414  (16577 7398 7372 7375)
    9219        0     7181   100.0%           34      70443  (16400 7181 7153 7153)
    9205        0     7183   100.0%           34      70472  (16388 7183 7155 7155)
    8747        2     7084   100.0%           34      70501  (15833 7084 7047 7045)
    9166        0     7382   100.0%           34      70529  (16548 7382 7357 7360)
    9130        0     7180   100.0%           34      70557  (16310 7180 7152 7152)
    9214        0     7182   100.0%           34      70586  (16396 7182 7154 7154)
    9145        0     7183   100.0%           34      70615  (16328 7183 7155 7155)
    8698        3     6826   100.0%           34      70642  (15527 6826 6791 6788)
    9151        0     7181   100.0%           34      70671  (16332 7181 7153 7153)
    9143        0     7181   100.0%           34      70701  (16324 7181 7153 7153)
    9166        0     7181   100.0%           34      70729  (16347 7181 7153 7153)
    8726        2     7084   100.0%           34      70757  (15812 7084 7047 7045)
    9132        0     7181   100.0%           34      70785  (16313 7181 7153 7153)
    9253        0     7438   100.0%           34      70815  (16691 7438 7409 7409)
    9178        0     7181   100.0%           34      70843  (16359 7181 7153 7153)
    9207        0     7179   100.0%           34      70872  (16386 7179 7151 7151)
    8705        0     7084   100.0%           34      70899  (15789 7084 7048 7056)
    9153        0     7182   100.0%           34      70928  (16335 7182 7154 7154)
    9178        0     7181   100.0%           34      70957  (16359 7181 7153 7153)
    9133        0     7182   100.0%           34      70986  (16315 7182 7154 7154)
    8966        0     7324   100.0%           34      71016  (16290 7324 7294 7294)
    9138        2     6939   100.0%           34      71042  (16079 6939 6905 6903)
    9176        0     7182   100.0%           34      71071  (16358 7182 7154 7154)
    9200        0     7180   100.0%           34      71100  (16380 7180 7152 7152)
    9200        0     7181   100.0%           34      71128  (16381 7181 7153 7153)
    8641        0     6988   100.0%           34      71156  (15629 6988 6954 6955)
    9167        0     7182   100.0%           34      71185  (16349 7182 7154 7154)
    9187        0     7182   100.0%           34      71214  (16369 7182 7154 7154)
    9357        0     7180   100.0%           34      71243  (16537 7180 7152 7152)
    9190        0     7181   100.0%           34      71272  (16371 7181 7153 7153)
    8836        6     7083    99.9%           34      71300  (15925 7083 7050 7044)
    9205        0     7269   100.0%           34      71329  (16474 7269 7240 7241)
    9164        0     7437   100.0%           34      71357  (16601 7437 7408 7408)
    9138        0     7180   100.0%           34      71386  (16318 7180 7152 7152)
    8671        0     6855   100.0%           34      71413  (15526 6855 6820 6820)
    9229        0     7181   100.0%           34      71442  (16410 7181 7153 7153)
    9233        0     7437   100.0%           34      71471  (16670 7437 7408 7408)
    9169        0     7181   100.0%           34      71500  (16350 7181 7153 7153)
    9225        0     7181   100.0%           34      71529  (16406 7181 7153 7153)
    8675        3     6827   100.0%           34      71557  (15505 6827 6791 6788)
    9257        0     7438   100.0%           34      71586  (16695 7438 7409 7409)
    9234        0     7437   100.0%           34      71615  (16671 7437 7408 7408)
    9173        0     7183   100.0%           34      71643  (16356 7183 7155 7155)
    8722        2     7082   100.0%           34      71672  (15806 7082 7046 7044)
    9563        0     7694   100.0%           34      71702  (17257 7694 7664 7664)
    9246        0     7180   100.0%           34      71731  (16426 7180 7152 7152)
    9215        0     7182   100.0%           34      71760  (16397 7182 7154 7154)
    9202        0     7440   100.0%           34      71789  (16642 7440 7411 7411)
    8682        0     7085   100.0%           34      71816  (15767 7085 7052 7057)
    9216        0     7179   100.0%           34      71845  (16395 7179 7151 7151)
    9180        0     7439   100.0%           34      71873  (16619 7439 7410 7410)
    9150        0     7182   100.0%           34      71902  (16332 7182 7154 7154)
    8694        2     7080   100.0%           34      71931  (15776 7080 7044 7042)
    9134        0     7180   100.0%           34      71958  (16314 7180 7152 7152)
    9164        0     7182   100.0%           34      71988  (16346 7182 7154 7154)
    9164        0     7181   100.0%           34      72017  (16345 7181 7153 7153)
    9175        0     7183   100.0%           34      72045  (16358 7183 7155 7155)
   10760        0     7084   100.0%           34      72073  (17844 7084 7045 7046)
   20166        0     7191   100.0%           34      72102  (27357 7191 7151 7214)
    9252        0     7436   100.0%           34      72132  (16688 7436 7407 7407)
    9137        0     7178   100.0%           34      72160  (16315 7178 7150 7150)
    8821        2     7091   100.0%           34      72189  (15914 7091 7055 7053)
    9139        0     7180   100.0%           34      72218  (16319 7180 7152 7152)
    9173        0     7441   100.0%           34      72246  (16614 7441 7410 7412)
    9170        0     7180   100.0%           34      72274  (16350 7180 7152 7152)
    9183        0     7182   100.0%           34      72304  (16365 7182 7154 7154)
    8642        6     6830    99.9%           34      72331  (15478 6830 6798 6792)
    9279        0     7262   100.0%           34      72360  (16541 7262 7234 7235)
    9180        0     7180   100.0%           34      72389  (16360 7180 7152 7152)
    9174        0     7180   100.0%           34      72418  (16354 7180 7152 7152)
    8686        1     6827   100.0%           34      72446  (15514 6827 6791 6790)
    9180        0     7182   100.0%           34      72474  (16362 7182 7154 7154)
    9187        0     7180   100.0%           34      72503  (16367 7180 7152 7152)
    9220        0     7180   100.0%           34      72532  (16400 7180 7152 7152)
    9209        0     7182   100.0%           34      72562  (16391 7182 7154 7154)
    9139        3     7339   100.0%           34      72591  (16481 7339 7301 7298)
    9171        0     7181   100.0%           34      72619  (16352 7181 7152 7152)
    9173        0     7436   100.0%           34      72647  (16609 7436 7407 7407)
    9174        0     7180   100.0%           34      72676  (16354 7180 7153 7153)
    8724        2     7088   100.0%           34      72705  (15814 7088 7052 7050)
    9221        0     7435   100.0%           34      72734  (16656 7435 7406 7406)
    9211        0     7438   100.0%           34      72763  (16649 7438 7409 7409)
    9204        0     7440   100.0%           34      72791  (16644 7440 7411 7411)
   12174        0     7701   100.0%           34      72822  (19875 7701 7667 7680)
    8770        0     7081   100.0%           34      72849  (15851 7081 7045 7053)
    9171        0     7182   100.0%           34      72879  (16353 7182 7154 7154)
    9165        0     7185   100.0%           34      72908  (16350 7185 7157 7157)
    9137        0     7181   100.0%           34      72936  (16318 7181 7153 7153)
    8695        4     7081   100.0%           35      72964  (15780 7081 7046 7042)
    9430        0     7182   100.0%           35      72992  (16612 7182 7153 7154)
    9796        0     7439   100.0%           35      73020  (17235 7439 7410 7410)
    9168        0     7180   100.0%           35      73050  (16348 7180 7152 7152)
    9174        0     7181   100.0%           35      73078  (16355 7181 7153 7153)
    8675        0     6828   100.0%           35      73106  (15503 6828 6791 6791)
    9216        0     7181   100.0%           35      73135  (16397 7181 7153 7153)
    9185        1     7182   100.0%           35      73164  (16368 7182 7155 7154)
    9155        0     7179   100.0%           35      73193  (16334 7179 7151 7151)
    8178        2     6316   100.0%           35      73218  (14496 6316 6282 6280)
    9219        0     7180   100.0%           35      73248  (16399 7180 7152 7152)
    9161        0     7184   100.0%           35      73276  (16345 7184 7156 7156)
    9167        0     7182   100.0%           35      73305  (16349 7182 7154 7154)
    9187        0     7437   100.0%           35      73333  (16624 7437 7408 7408)
    8866        6     7083    99.9%           35      73361  (15955 7083 7050 7044)
    9173        0     7180   100.0%           35      73390  (16353 7180 7152 7152)
    9188        0     7182   100.0%           35      73420  (16370 7182 7154 7154)
    9138        0     7183   100.0%           35      73448  (16321 7183 7155 7155)
    8592        5     6825    99.9%           35      73476  (15422 6825 6792 6787)
    9144        0     6928   100.0%           35      73504  (16072 6928 6901 6901)
    9230        0     7183   100.0%           35      73533  (16413 7183 7155 7155)
    9178        0     7181   100.0%           35      73562  (16359 7181 7153 7153)
    9183        0     7181   100.0%           35      73590  (16364 7181 7153 7153)
    8677        3     6824   100.0%           35      73618  (15504 6824 6788 6785)
    9145        0     7183   100.0%           35      73647  (16328 7183 7155 7155)
    9124        0     7182   100.0%           35      73675  (16306 7182 7154 7154)
    9134        0     7182   100.0%           35      73704  (16316 7182 7154 7154)
    8652        3     6821   100.0%           35      73732  (15476 6821 6785 6782)
    9122        0     7182   100.0%           35      73761  (16304 7182 7154 7154)
    9157        0     7180   100.0%           35      73788  (16337 7180 7152 7152)
    9154        0     7182   100.0%           35      73817  (16336 7182 7154 7154)
    9192        0     7180   100.0%           35      73846  (16372 7180 7152 7152)
    8732        0     6828   100.0%           35      73874  (15560 6828 6793 6801)
    9113        1     7180   100.0%           35      73903  (16294 7180 7153 7152)
    9173        0     7183   100.0%           35      73931  (16356 7183 7155 7155)
    9187        0     7181   100.0%           35      73959  (16368 7181 7153 7153)
    9085        0     7250   100.0%           35      73989  (16335 7250 7221 7221)
    9048        0     6837   100.0%           35      74016  (15885 6837 6805 6805)
    9163        0     7181   100.0%           35      74045  (16344 7181 7153 7153)
    9167        0     7180   100.0%           35      74074  (16347 7180 7152 7152)
    9135        0     7182   100.0%           35      74103  (16317 7182 7154 7154)
    8700        2     7081   100.0%           35      74130  (15783 7081 7045 7043)
    9132        0     7180   100.0%           35      74159  (16312 7180 7152 7152)
    9187        0     7412   100.0%           35      74187  (16599 7412 7383 7384)
    9178        0     7182   100.0%           35      74216  (16360 7182 7154 7154)
    9270        0     7183   100.0%           35      74246  (16453 7183 7155 7155)
    8680        3     7083   100.0%           35      74274  (15766 7083 7047 7044)
    9189        0     7183   100.0%           35      74302  (16372 7183 7155 7155)
    9201        0     7183   100.0%           35      74331  (16384 7183 7155 7155)
    9172        0     7183   100.0%           35      74359  (16355 7183 7155 7155)
    8741        5     6818    99.9%           35      74387  (15564 6818 6786 6781)
    9165        0     7183   100.0%           35      74416  (16348 7183 7155 7155)
    9198        0     7181   100.0%           35      74445  (16379 7181 7153 7153)
