Counting cache functions... Output every 1 seconds.
    HITS   MISSES  DIRTIES    RATIO   BUFFERS_MB   CACHE_MB  DEBUG
    1777        3    26434    99.8%           28      37905  (28214 26434 26336 26333)
    1828        4    29354    99.8%           28      38023  (31186 29354 29245 29241)
    1811        2    26867    99.9%           28      38133  (28680 26867 26763 26761)
    2684        0    12807   100.0%           28      38186  (15491 12807 12730 12743)
    1589        0     7956   100.0%           28      38217  (9545 7956 7926 7926)
    1957        8    43573    99.6%           28      38389  (45538 43573 43414 43406)
    1809        3    29007    99.8%           28      38504  (30819 29007 28896 28893)
    2731        5    17014    99.8%           28      38572  (19750 17014 16922 16917)
    1622        0     9241   100.0%           28      38608  (10863 9241 9206 9206)
    1939        9    41148    99.5%           28      38770  (43096 41148 40999 40990)
    1806        3    26855    99.8%           28      38878  (28664 26855 26753 26750)
    2768        0    19328   100.0%           29      38958  (22096 19328 19229 19229)
    1607        2     8475    99.9%           29      38991  (10084 8475 8442 8440)
    1929        8    43207    99.6%           29      39162  (45144 43207 43049 43041)
    1824        6    29753    99.7%           29      39281  (31583 29753 29642 29636)
    2004        1    15653   100.0%           29      39345  (17658 15653 15581 15580)
    2306        0     3370   100.0%           29      39357  (5676 3370 3338 3338)
    1905        0    36445   100.0%           29      39500  (38350 36445 36307 36307)
    1857       11    33347    99.4%           29      39636  (35215 33347 33228 33217)
    1774        3    23362    99.8%           29      39730  (25139 23362 23264 23261)
    2442        0     4656   100.0%           29      39749  (7098 4656 4617 4620)
    1864        4    35498    99.8%           29      39889  (37366 35498 35365 35361)
    1755        6    24208    99.7%           29      39988  (25969 24208 24121 24115)
    2548        6    24536    99.8%           29      40083  (27090 24536 24445 24439)
    2651        0     8518   100.0%           29      40119  (11169 8518 8452 8452)
    1664        3    15393    99.8%           29      40178  (17060 15393 15339 15336)
    1974        6    44294    99.7%           29      40355  (46274 44294 44129 44123)
    1796        6    26979    99.7%           29      40462  (28781 26979 26882 26876)
    2663        0    10361   100.0%           29      40505  (13024 10361 10278 10280)
    1711        3    18468    99.8%           29      40577  (20182 18468 18403 18400)
    1951        7    43463    99.6%           29      40751  (45421 43463 43302 43295)
    1719        4    19865    99.8%           29      40839  (21588 19865 19790 19786)
    2685        0    12755   100.0%           29      40891  (15440 12755 12680 12681)
    1606        4     8472    99.8%           29      40923  (10082 8472 8443 8439)
    1948        5    43155    99.7%           29      41094  (45108 43155 42993 42988)
    1823        6    28374    99.7%           29      41209  (30203 28374 28268 28262)
    2021        0    16582   100.0%           29      41277  (18603 16582 16509 16512)
    2309        0     5422   100.0%           29      41297  (7731 5422 5383 5388)
    1879        6    35441    99.7%           29      41436  (37326 35441 35313 35307)
    1855        7    32711    99.6%           29      41569  (34573 32711 32591 32584)
    1799        6    23825    99.7%           29      41663  (25630 23825 23735 23729)
    2600        0     4983   100.0%           29      41682  (7583 4983 4929 4934)
    1872        4    37410    99.8%           29      41830  (39286 37410 37270 37266)
    1764        6    22932    99.7%           29      41925  (24702 22932 22849 22843)
    1774        2    24878    99.9%           29      42023  (26654 24878 24781 24779)
    2617        2     6367    99.9%           29      42049  (8986 6367 6312 6310)
    1732        0    21561   100.0%           29      42132  (23293 21561 21480 21480)
    1912       10    40696    99.5%           29      42297  (42618 40696 40549 40539)
    1821        3    28213    99.8%           29      42408  (30037 28213 28104 28101)
    2636        2     6632    99.9%           29      42436  (9270 6632 6574 6572)
    1714        0    22077   100.0%           29      42521  (23791 22077 21994 21994)
    1927       10    40195    99.5%           29      42684  (42132 40195 40050 40040)
    1751        1    20954    99.9%           29      42767  (22706 20954 20871 20870)
    2724        1    13890   100.0%           29      42823  (16615 13890 13808 13807)
    1591        0     8472   100.0%           29      42856  (10063 8472 8440 8440)
    1913        5    40635    99.7%           29      43016  (42553 40635 40484 40479)
    1806        6    26848    99.7%           29      43124  (28660 26848 26749 26743)
    1756        6    21538    99.7%           29      43210  (23300 21538 21452 21446)
    2028        5     5158    99.8%           30      43229  (7191 5158 5124 5119)
    1850        7    34463    99.6%           30      43365  (36320 34463 34337 34330)
    1888        7    35060    99.6%           30      43508  (36955 35060 34931 34924)
    1756        7    21020    99.6%           30      43593  (22783 21020 20943 20936)
    5400        0     5522   100.0%           30      43614  (10922 5522 5466 5511)
    1926        5    38277    99.7%           30      43765  (40208 38277 38135 38130)
    1776        6    25618    99.7%           30      43871  (27400 25618 25524 25518)
    1803        6    24096    99.7%           30      43965  (25905 24096 24006 24000)
    2596        0     3990   100.0%           30      43984  (6586 3990 3944 3951)
    1802        3    26684    99.8%           30      44088  (28489 26684 26582 26579)
    1927        7    38764    99.6%           30      44246  (40698 38764 38621 38614)
    1802        7    26139    99.6%           30      44347  (27948 26139 26042 26035)
    2610        0     4763   100.0%           30      44368  (7373 4763 4717 4720)
    1722        2    19466    99.9%           30      44442  (21190 19466 19400 19398)
    1991        6    42525    99.7%           30      44611  (44522 42525 42369 42363)
    1786        5    26065    99.7%           30      44718  (27856 26065 25966 25961)
    2646        4     8646    99.8%           30      44754  (11296 8646 8584 8580)
    1716        1    19424    99.9%           30      44828  (21141 19424 19358 19357)
    1924        7    39695    99.6%           30      44990  (41626 39695 39548 39541)
    1814        5    29161    99.7%           30      45106  (30980 29161 29051 29046)
    2712        0     7481   100.0%           30      45140  (10193 7481 7414 7418)
    1701        7    18736    99.6%           30      45212  (20444 18736 18672 18665)
    1943        6    42245    99.7%           30      45382  (44194 42245 42089 42083)
    1800        5    29621    99.7%           30      45500  (31426 29621 29509 29504)
    2641        1     6760   100.0%           30      45527  (9402 6760 6703 6702)
    1621        3    11808    99.8%           30      45573  (13432 11808 11767 11764)
    1951        5    42630    99.7%           30      45741  (44586 42630 42471 42466)
    1791        6    28392    99.7%           30      45855  (30189 28392 28286 28280)
    1716        2    14392    99.9%           30      45914  (16110 14392 14336 14334)
    2606        0     5704   100.0%           30      45935  (8310 5704 5645 5648)
    1911        8    39096    99.6%           30      46090  (41015 39096 38954 38946)
    1803        6    28641    99.7%           30      46207  (30450 28641 28535 28529)
    1782        3    23355    99.8%           30      46301  (25140 23355 23265 23262)
    2600        0     3385   100.0%           30      46313  (5985 3385 3339 3344)
    1845        3    36447    99.8%           30      46457  (38295 36447 36310 36307)
    1820        7    29278    99.6%           30      46578  (31105 29278 29172 29165)
    1782        3    23128    99.8%           30      46669  (24913 23128 23039 23036)
    2604        0     4292   100.0%           30      46687  (6896 4292 4241 4243)
    2535        3    26177    99.9%           30      46789  (28715 26177 26080 26077)
    1923        7    40379    99.6%           30      46949  (42309 40379 40229 40222)
    1830        3    26060    99.8%           30      47055  (27893 26060 25959 25956)
    2664        0     3645   100.0%           30      47073  (6309 3645 3598 3612)
    1744        6    24122    99.7%           30      47166  (25872 24122 24037 24031)
    1921        7    40890    99.6%           31      47331  (42818 40890 40739 40732)
    1727        6    17800    99.7%           31      47403  (19533 17800 17735 17729)
    2719        2    13541    99.9%           31      47459  (16262 13541 13460 13458)
    1602        0    10005   100.0%           31      47497  (11607 10005 9968 9968)
    1939        5    43416    99.7%           31      47671  (45360 43416 43254 43249)
    1801        5    27091    99.7%           31      47786  (28897 27091 26988 26983)
    2696        2    14100    99.9%           31      47845  (16798 14100 14013 14011)
    1636        0    13604   100.0%           31      47897  (15240 13604 13553 13553)
    1915        5    39946    99.7%           31      48056  (41866 39946 39796 39791)
    1814        4    31733    99.8%           31      48183  (33551 31733 31611 31607)
    2676        0    12098   100.0%           31      48231  (14774 12098 12021 12021)
    1625        0    10266   100.0%           31      48271  (11891 10266 10228 10228)
    1980        5    44424    99.7%           31      48447  (46409 44424 44258 44253)
    1788        6    25454    99.7%           31      48549  (27248 25454 25359 25353)
    2732        3    17488    99.9%           31      48618  (20223 17488 17389 17386)
    1583        0     5903   100.0%           31      48641  (7486 5903 5881 5881)
    1888        4    38578    99.8%           31      48792  (40470 38578 38434 38430)
    1878        6    33528    99.7%           31      48928  (35412 33528 33403 33397)
    1877       10    18917    99.5%           31      49005  (20804 18917 18844 18834)
    2446        0     2606   100.0%           31      49015  (5052 2606 2572 2573)
    1853        3    33878    99.8%           31      49149  (35734 33878 33752 33749)
    1855        8    32036    99.6%           31      49278  (33899 32036 31921 31913)
    1790        6    25387    99.7%           31      49381  (27183 25387 25292 25286)
    2591        0     3840   100.0%           31      49398  (6431 3840 3787 3792)
    1813        3    30286    99.8%           31      49515  (32102 30286 30174 30171)
    1885        7    35257    99.6%           31      49660  (37149 35257 35127 35120)
    1845        7    28263    99.6%           31      49772  (30115 28263 28158 28151)
    2566        0     1200   100.0%           31      49778  (3766 1200 1161 1163)
    1777        3    26172    99.8%           31      49880  (27952 26172 26075 26072)
    1865        7    34991    99.6%           31      50021  (36863 34991 34864 34857)
    1794        8    26005    99.6%           31      50124  (27807 26005 25910 25902)
    2643        0     9439   100.0%           31      50164  (12082 9439 9368 9382)
    1687        3    17703    99.8%           31      50233  (19393 17703 17640 17637)
    1928        6    40122    99.7%           31      50394  (42056 40122 39972 39966)
    1771        5    23445    99.7%           31      50489  (25221 23445 23357 23352)
    2551        0    15069   100.0%           31      50550  (17620 15069 14985 14989)
    1598        2     8471    99.9%           31      50582  (10071 8471 8440 8438)
    1921        8    40837    99.6%           31      50744  (42766 40837 40688 40680)
    1819        3    27896    99.8%           31      50855  (29718 27896 27790 27787)
    1879       10    19250    99.5%           31      50936  (21139 19250 19176 19166)
    2468        0     3631   100.0%           31      50949  (6099 3631 3593 3595)
    1856        3    36191    99.8%           31      51093  (38050 36191 36055 36052)
    1828        7    31474    99.6%           31      51218  (33309 31474 31359 31352)
    1766        6    24623    99.7%           31      51317  (26395 24623 24531 24525)
    2716        0     2699   100.0%           31      51328  (5415 2699 2650 2654)
    1792        3    29007    99.8%           31      51443  (30802 29007 28899 28896)
    1936        6    39116    99.7%           32      51601  (41058 39116 38971 38965)
    2048        5    22512    99.8%           32      51693  (24565 22512 22419 22414)
    2324        8     5846    99.7%           32      51718  (8178 5846 5805 5797)
    1822        1    30888    99.9%           32      51839  (32711 30888 30775 30774)
    1850        6    31731    99.7%           32      51968  (33587 31731 31614 31608)
    1753        6    22236    99.7%           32      52055  (23995 22236 22154 22148)
    2655        0    10110   100.0%           32      52096  (12765 10110 10034 10035)
    1705        3    15401    99.8%           32      52155  (17109 15401 15347 15344)
    1918        6    42883    99.7%           32      52325  (44807 42883 42724 42718)
    1788        5    26469    99.7%           32      52431  (28262 26469 26369 26364)
    2691        6    12658    99.8%           32      52483  (15355 12658 12578 12572)
    1688        3    13860    99.8%           32      52536  (15551 13860 13811 13808)
    1912        6    39768    99.7%           32      52692  (41686 39768 39622 39616)
    1746        8    21382    99.5%           32      52785  (23136 21382 21306 21298)
    1902        3    21316    99.8%           32      52869  (23221 21316 21228 21225)
    2456        1     4401   100.0%           32      52886  (6858 4401 4362 4361)
    1863        4    36751    99.8%           32      53031  (38618 36751 36613 36609)
    1861        7    30880    99.6%           32      53155  (32748 30880 30767 30760)
    1776        3    23754    99.8%           32      53251  (25533 23754 23662 23659)
    2675        0     3689   100.0%           32      53266  (6364 3689 3644 3655)
    1835        3    35659    99.8%           32      53406  (37497 35659 35526 35523)
    1840        6    27476    99.7%           32      53519  (29322 27476 27372 27366)
    1770        4    26100    99.8%           32      53620  (27874 26100 26001 25997)
    2623        0     4303   100.0%           32      53641  (6926 4303 4259 4260)
    1753        0    25018   100.0%           32      53737  (26771 25018 24924 24924)
    1912       10    39107    99.5%           32      53893  (41029 39107 38966 38956)
    1811        1    25256    99.9%           32      54004  (27068 25256 25163 25162)
    2603        0     5348   100.0%           32      54027  (7951 5348 5293 5294)
    1714        0    22073   100.0%           32      54111  (23787 22073 21990 21990)
    2001       10    43276    99.5%           32      54286  (45287 43276 43119 43109)
    1786        3    25649    99.8%           32      54388  (27438 25649 25547 25544)
    2477        9     8680    99.6%           32      54423  (11166 8680 8618 8609)
    1839        3    35422    99.8%           32      54560  (37264 35422 35289 35286)
    1861       10    33210    99.5%           32      54696  (35081 33210 33092 33082)
    1733        4    17159    99.8%           32      54764  (18896 17159 17095 17091)
    2617        0     8562   100.0%           32      54800  (11179 8562 8492 8493)
    1677        0    16939   100.0%           32      54866  (18616 16939 16876 16876)
    1940       10    43147    99.5%           32      55039  (45097 43147 42991 42981)
    1790        2    26220    99.9%           32      55145  (28012 26220 26118 26116)
    2703        4    10043    99.9%           32      55187  (12750 10043 9972 9968)
    1724        0    18224   100.0%           32      55257  (19948 18224 18156 18156)
    1977        9    42067    99.5%           32      55427  (44053 42067 41914 41905)
    1730        2    21064    99.9%           32      55512  (22796 21064 20983 20981)
    2748        3    15423    99.9%           33      55574  (18174 15423 15335 15332)
    1614        0     8910   100.0%           33      55608  (10524 8910 8881 8882)
    1923        5    42685    99.7%           33      55777  (44613 42685 42525 42520)
    1831        7    30509    99.6%           33      55897  (32347 30509 30396 30389)
    2730        5    15109    99.8%           33      55960  (17844 15109 15025 15020)
    1648        0    10267   100.0%           33      56000  (11915 10267 10229 10229)
    1884        5    36227    99.7%           33      56144  (38116 36227 36087 36082)
    2136        0     9419   100.0%           33      56126  (11555 9419 9362 9366)
   10132       17        2    99.8%           33      56015  (10151 2 17 0)
  173941       71     4208   100.0%           33      56031  (178220 4208 4208 4137)
    8947        0     6929   100.0%           33      56060  (15876 6929 6902 6902)
    9022        0     6931   100.0%           33      56088  (15953 6931 6904 6904)
    9057        0     7186   100.0%           33      56116  (16243 7186 7158 7158)
    8763        1     7067   100.0%           33      56145  (15831 7067 7027 7026)
    8991        0     7180   100.0%           33      56173  (16171 7180 7153 7153)
    9126        0     7180   100.0%           33      56202  (16306 7180 7152 7152)
    9162        0     7180   100.0%           33      56230  (16342 7180 7152 7152)
    9131        0     7180   100.0%           33      56258  (16311 7180 7152 7152)
    8704        3     6848   100.0%           33      56286  (15555 6848 6818 6815)
    9152        0     7183   100.0%           33      56315  (16335 7183 7155 7155)
    9122        0     7181   100.0%           33      56344  (16303 7181 7153 7153)
    9194        0     7182   100.0%           33      56373  (16376 7182 7154 7154)
    9187        0     7182   100.0%           33      56402  (16369 7182 7154 7154)
    8887        2     6757   100.0%           33      56429  (15646 6757 6724 6722)
    9166        0     7181   100.0%           33      56458  (16347 7181 7153 7153)
    9199        0     7181   100.0%           33      56487  (16380 7181 7153 7153)
    9167        0     7182   100.0%           33      56515  (16349 7182 7154 7154)
    8690        2     7083   100.0%           33      56544  (15775 7083 7047 7045)
    9154        0     7181   100.0%           33      56572  (16335 7181 7153 7153)
    9202        0     7181   100.0%           33      56601  (16383 7181 7153 7153)
    9125        0     7181   100.0%           33      56630  (16306 7181 7153 7153)
    9181        0     7181   100.0%           33      56659  (16362 7181 7153 7153)
    8772        2     7015   100.0%           33      56686  (15789 7015 6980 6978)
    9173        0     7181   100.0%           33      56715  (16354 7181 7153 7153)
    9202        0     7183   100.0%           33      56744  (16385 7183 7155 7155)
    9195        0     7182   100.0%           33      56773  (16377 7182 7154 7154)
    8798        3     6824   100.0%           33      56801  (15625 6824 6789 6786)
    9173        0     7183   100.0%           33      56829  (16356 7183 7155 7155)
    9211        0     7181   100.0%           33      56858  (16392 7181 7153 7153)
    9181        0     7180   100.0%           33      56888  (16361 7180 7152 7152)
    9128        0     7312   100.0%           33      56916  (16440 7312 7283 7284)
    8747        0     7083   100.0%           33      56944  (15830 7083 7047 7055)
    9209        0     7180   100.0%           33      56973  (16389 7180 7152 7152)
    9177        0     7183   100.0%           33      57002  (16360 7183 7155 7155)
    9238        0     7181   100.0%           33      57031  (16419 7181 7153 7153)
    8679        1     7085   100.0%           33      57058  (15765 7085 7048 7047)
    9400        0     7184   100.0%           33      57087  (16584 7184 7156 7156)
    9253        0     7181   100.0%           33      57116  (16434 7181 7153 7153)
    9172        0     7182   100.0%           33      57145  (16354 7182 7154 7154)
    9251        0     7181   100.0%           33      57174  (16432 7181 7153 7153)
    8813        2     7077   100.0%           33      57203  (15892 7077 7041 7039)
    9163        0     7181   100.0%           33      57232  (16344 7181 7153 7153)
    9217        0     7180   100.0%           33      57260  (16397 7180 7152 7152)
    9161        0     7394   100.0%           33      57289  (16555 7394 7365 7366)
    8692        3     7083   100.0%           33      57317  (15778 7083 7047 7044)
    9153        0     7182   100.0%           33      57346  (16335 7182 7154 7154)
    9220        0     7181   100.0%           33      57375  (16401 7181 7153 7153)
    9204        0     7253   100.0%           33      57403  (16457 7253 7225 7228)
    9198        0     7182   100.0%           33      57431  (16380 7182 7154 7154)
    8677        3     7083   100.0%           33      57460  (15763 7083 7047 7044)
    9168        0     7183   100.0%           33      57488  (16351 7183 7155 7155)
    9180        0     7182   100.0%           33      57517  (16362 7182 7154 7154)
    9181        0     7183   100.0%           33      57546  (16364 7183 7155 7155)
    8748        3     7080   100.0%           33      57575  (15831 7080 7044 7041)
    9168        0     7437   100.0%           33      57602  (16605 7437 7408 7408)
    9199        0     7181   100.0%           33      57631  (16380 7181 7153 7153)
    9200        0     7180   100.0%           33      57660  (16380 7180 7152 7152)
    9251        0     7182   100.0%           33      57689  (16433 7182 7154 7154)
    8694        2     7085   100.0%           33      57717  (15781 7085 7049 7047)
    9280        0     7437   100.0%           33      57747  (16717 7437 7408 7408)
    9222        0     7180   100.0%           33      57775  (16402 7180 7152 7152)
    9149        0     7022   100.0%           33      57804  (16171 7022 6997 7000)
    8716        2     7085   100.0%           33      57832  (15803 7085 7049 7047)
    9194        0     7181   100.0%           33      57861  (16375 7181 7153 7153)
    9195        0     7437   100.0%           33      57890  (16632 7437 7408 7408)
    9147        0     7180   100.0%           33      57918  (16327 7180 7152 7152)
    9180        0     7182   100.0%           33      57947  (16362 7182 7154 7154)
    8977        0     7341   100.0%           33      57976  (16318 7341 7307 7312)
    9248        0     7437   100.0%           33      58004  (16685 7437 7408 7408)
    9215        0     7437   100.0%           33      58033  (16652 7437 7408 7408)
    9924        0     7182   100.0%           33      58062  (17106 7182 7154 7154)
    8748        1     7086   100.0%           33      58090  (15835 7086 7049 7048)
    9158        0     7182   100.0%           33      58119  (16340 7182 7154 7154)
    9159        0     7439   100.0%           33      58148  (16598 7439 7410 7410)
    9163        0     7181   100.0%           33      58176  (16344 7181 7153 7153)
    9307        0     7437   100.0%           33      58206  (16744 7437 7408 7408)
    8683        1     6922   100.0%           33      58234  (15606 6922 6887 6886)
    9148        0     7181   100.0%           33      58263  (16329 7181 7153 7153)
    9211        0     7181   100.0%           33      58292  (16392 7181 7153 7153)
    9195        0     7185   100.0%           33      58320  (16380 7185 7157 7157)
    8725        3     7081   100.0%           33      58348  (15809 7081 7045 7042)
    9137        0     7182   100.0%           33      58377  (16319 7182 7154 7154)
    9229        0     7439   100.0%           33      58405  (16668 7439 7410 7410)
    9186        0     7180   100.0%           33      58434  (16366 7180 7152 7152)
    9188        0     7183   100.0%           33      58463  (16371 7183 7155 7155)
    8729        2     7079   100.0%           33      58492  (15810 7079 7043 7041)
    9246        0     7440   100.0%           33      58520  (16686 7440 7411 7411)
    9212        0     7182   100.0%           33      58550  (16394 7182 7154 7154)
    9164        0     7439   100.0%           33      58578  (16603 7439 7410 7410)
    8758        3     7078   100.0%           33      58606  (15839 7078 7043 7040)
    9154        0     7179   100.0%           33      58635  (16333 7179 7151 7151)
    9219        0     7181   100.0%           33      58664  (16400 7181 7153 7153)
    9204        0     7181   100.0%           33      58693  (16385 7181 7153 7153)
    9201        0     7180   100.0%           33      58721  (16381 7180 7152 7152)
    8851        2     7090   100.0%           33      58749  (15943 7090 7053 7051)
    9212        0     7180   100.0%           33      58778  (16392 7180 7152 7152)
    9166        0     7181   100.0%           33      58807  (16347 7181 7153 7153)
    9207        0     7181   100.0%           33      58836  (16388 7181 7153 7153)
    8990        2     7337   100.0%           33      58866  (16329 7337 7300 7298)
    9193        0     7183   100.0%           33      58894  (16376 7183 7155 7155)
    9184        0     7182   100.0%           33      58922  (16366 7182 7154 7154)
    9194        0     7181   100.0%           33      58951  (16375 7181 7153 7153)
    9416        0     7437   100.0%           33      58982  (16853 7437 7408 7408)
    8771        0     6827   100.0%           33      59009  (15598 6827 6795 6800)
    9216        0     7181   100.0%           33      59038  (16397 7181 7153 7153)
    9229        0     7182   100.0%           33      59067  (16411 7182 7154 7154)
    9200        0     7181   100.0%           33      59095  (16381 7181 7153 7153)
    8765        1     7085   100.0%           33      59124  (15851 7085 7048 7047)
    9110        0     6984   100.0%           33      59152  (16094 6984 6956 6957)
    9207        0     7181   100.0%           33      59181  (16388 7181 7153 7153)
    9195        0     7181   100.0%           33      59210  (16376 7181 7153 7153)
    9142        0     7181   100.0%           33      59239  (16323 7181 7153 7153)
    8719        2     6826   100.0%           33      59266  (15547 6826 6791 6789)
   10016        0     7182   100.0%           33      59295  (17198 7182 7154 7154)
    9217        0     7181   100.0%           33      59324  (16398 7181 7153 7153)
    9215        0     7181   100.0%           33      59353  (16396 7181 7153 7153)
    8772        3     7083   100.0%           33      59381  (15858 7083 7047 7044)
    9150        0     7182   100.0%           33      59410  (16332 7182 7154 7154)
    9219        0     7182   100.0%           33      59438  (16401 7182 7154 7154)
    9217        0     7180   100.0%           33      59468  (16397 7180 7152 7152)
    9173        0     7182   100.0%           33      59497  (16355 7182 7154 7154)
    8785        2     7083   100.0%           33      59524  (15870 7083 7047 7045)
    9184        0     7181   100.0%           33      59553  (16365 7181 7153 7153)
    9173        0     7182   100.0%           33      59582  (16355 7182 7154 7154)
    9209        0     7183   100.0%           33      59611  (16392 7183 7155 7155)
    8770        0     7084   100.0%           33      59639  (15854 7084 7045 7046)
    9147        0     7430   100.0%           33      59668  (16577 7430 7404 7407)
    9233        0     7181   100.0%           33      59696  (16414 7181 7153 7153)
    9165        0     7182   100.0%           33      59726  (16347 7182 7154 7154)
    9423        0     7439   100.0%           33      59755  (16862 7439 7410 7410)
    8724        2     7016   100.0%           33      59782  (15742 7016 6985 6983)
    9187        0     7183   100.0%           33      59812  (16370 7183 7155 7155)
    9171        0     7181   100.0%           33      59840  (16352 7181 7153 7153)
    9290        0     7202   100.0%           33      59869  (16492 7202 7175 7176)
    8748        0     7078   100.0%           33      59898  (15826 7078 7042 7050)
    9151        0     7182   100.0%           33      59927  (16333 7182 7154 7154)
    9162        0     7181   100.0%           33      59956  (16343 7181 7153 7153)
    9211        0     7435   100.0%           33      59985  (16646 7435 7406 7406)
    9186        0     7437   100.0%           33      60013  (16623 7437 7408 7408)
    8802        5     7084    99.9%           33      60041  (15891 7084 7051 7046)
    9132        0     7183   100.0%           33      60070  (16315 7183 7155 7155)
    9184        0     7182   100.0%           33      60099  (16366 7182 7154 7154)
    9184        0     7301   100.0%           33      60127  (16485 7301 7274 7276)
    8358        1     6825   100.0%           33      60154  (15184 6825 6789 6788)
    9201        0     7181   100.0%           33      60182  (16382 7181 7153 7153)
    9236        0     7179   100.0%           33      60212  (16415 7179 7151 7151)
    9206        0     7179   100.0%           33      60241  (16385 7179 7151 7151)
    9180        0     7182   100.0%           33      60269  (16362 7182 7154 7154)
    8727        3     7089   100.0%           33      60298  (15819 7089 7053 7050)
    9197        0     7440   100.0%           33      60326  (16637 7440 7411 7411)
    9203        0     7436   100.0%           33      60356  (16639 7436 7407 7407)
    9197        0     7438   100.0%           33      60384  (16635 7438 7409 7409)
   11826        0     7351   100.0%           33      60413  (19177 7351 7323 7352)
    9162        0     7182   100.0%           33      60442  (16344 7182 7154 7154)
    9186        0     7182   100.0%           33      60470  (16368 7182 7154 7154)
    9185        0     7184   100.0%           33      60499  (16369 7184 7156 7156)
    9196        0     7181   100.0%           33      60528  (16377 7181 7153 7153)
    8736        2     7085   100.0%           33      60557  (15823 7085 7046 7044)
    9162        0     7438   100.0%           33      60585  (16600 7438 7409 7409)
    9208        0     7181   100.0%           33      60613  (16389 7181 7153 7153)
    9326        0     7438   100.0%           33      60643  (16764 7438 7409 7409)
    8755        2     6828   100.0%           33      60671  (15585 6828 6792 6790)
    9198        0     7181   100.0%           33      60700  (16379 7181 7153 7153)
    9197        0     7183   100.0%           33      60729  (16380 7183 7155 7155)
    9147        0     7181   100.0%           33      60757  (16328 7181 7153 7153)
    9180        0     7182   100.0%           33      60787  (16362 7182 7154 7154)
    8805        1     6828   100.0%           33      60814  (15634 6828 6792 6791)
    9216        0     7183   100.0%           33      60843  (16399 7183 7155 7155)
    9196        0     7181   100.0%           33      60872  (16377 7181 7153 7153)
    9159        0     7181   100.0%           33      60901  (16340 7181 7153 7153)
    8815        0     7083   100.0%           33      60930  (15898 7083 7049 7054)
    9167        0     7181   100.0%           33      60957  (16348 7181 7154 7154)
    9194        0     7179   100.0%           33      60987  (16373 7179 7151 7151)
    9159        0     7182   100.0%           33      61016  (16341 7182 7154 7154)
    9188        0     7181   100.0%           33      61044  (16369 7181 7153 7153)
    8798        1     7083   100.0%           33      61073  (15882 7083 7046 7045)
    9166        0     7181   100.0%           33      61101  (16347 7181 7153 7153)
    9185        0     7182   100.0%           33      61130  (16367 7182 7154 7154)
    9165        0     7183   100.0%           33      61159  (16348 7183 7155 7155)
    8815        0     7326   100.0%           33      61188  (16141 7326 7296 7296)
    9260        3     6928   100.0%           33      61215  (16191 6928 6905 6902)
    9158        0     7181   100.0%           33      61244  (16339 7181 7153 7153)
    9183        0     7182   100.0%           33      61273  (16365 7182 7154 7154)
    9179        0     7184   100.0%           33      61302  (16363 7184 7156 7156)
    8586        3     7077   100.0%           33      61328  (15666 7077 7041 7038)
    9178        0     7184   100.0%           33      61357  (16362 7184 7156 7156)
    9210        0     7182   100.0%           33      61387  (16392 7182 7154 7154)
    9166        0     7184   100.0%           33      61415  (16350 7184 7156 7156)
    9206        0     7182   100.0%           33      61444  (16388 7182 7154 7154)
    8634        7     6824    99.9%           33      61472  (15465 6824 6793 6786)
    9201        0     7181   100.0%           33      61501  (16382 7181 7153 7153)
    9307        0     7181   100.0%           33      61530  (16488 7181 7153 7153)
    9160        0     7182   100.0%           33      61559  (16342 7182 7154 7154)
    8710        2     6825   100.0%           33      61586  (15537 6825 6789 6787)
    9219        0     7182   100.0%           33      61615  (16401 7182 7154 7154)
    9206        0     7182   100.0%           33      61644  (16388 7182 7154 7154)
    9199        0     7184   100.0%           33      61673  (16383 7184 7156 7156)
    9240        0     7184   100.0%           33      61702  (16424 7184 7156 7156)
    8567        3     6820   100.0%           33      61729  (15390 6820 6785 6782)
    9187        0     7181   100.0%           33      61758  (16368 7181 7153 7153)
    9206        0     7180   100.0%           33      61787  (16386 7180 7152 7152)
    9134        0     7183   100.0%           33      61815  (16317 7183 7155 7155)
    8748        3     7080   100.0%           33      61844  (15831 7080 7044 7041)
    9231        0     7178   100.0%           33      61873  (16409 7178 7150 7150)
    9182        0     7182   100.0%           33      61902  (16364 7182 7154 7154)
    9171        0     7348   100.0%           33      61930  (16519 7348 7322 7325)
    9195        0     7181   100.0%           33      61959  (16376 7181 7153 7153)
    8719        0     7085   100.0%           33      61987  (15804 7085 7052 7057)
    9154        0     7183   100.0%           33      62015  (16337 7183 7155 7155)
    9189        0     7181   100.0%           33      62044  (16370 7181 7153 7153)
    9166        0     7180   100.0%           33      62073  (16346 7180 7152 7152)
    8671        2     6828   100.0%           33      62100  (15501 6828 6792 6790)
    9219        0     7181   100.0%           33      62129  (16400 7181 7153 7153)
    9156        0     7180   100.0%           33      62158  (16336 7180 7153 7153)
    9182        0     7182   100.0%           33      62187  (16364 7182 7154 7154)
    9223        0     7182   100.0%           33      62216  (16405 7182 7154 7154)
    8685        2     7083   100.0%           33      62244  (15770 7083 7046 7044)
    9196        0     7179   100.0%           33      62272  (16375 7179 7151 7151)
    9208        0     7181   100.0%           33      62301  (16389 7181 7153 7153)
    9156        0     7183   100.0%           33      62330  (16339 7183 7155 7155)
    8801        0     7086   100.0%           33      62358  (15887 7086 7047 7048)
    9205        0     7180   100.0%           33      62387  (16385 7180 7152 7152)
