Counting cache functions... Output every 1 seconds.
    HITS   MISSES  DIRTIES    RATIO   BUFFERS_MB   CACHE_MB  DEBUG
    1509        0        0   100.0%           29      56181  (1509 0 0 0)
    1537        0        0   100.0%           29      56181  (1537 0 0 0)
    1506        0        0   100.0%           29      56181  (1506 0 0 0)
    2281        0        0   100.0%           29      56181  (2281 0 0 0)
    1499        0        0   100.0%           29      56181  (1499 0 0 0)
    1499        0        0   100.0%           29      56181  (1499 0 0 0)
    1489        0        0   100.0%           29      56181  (1489 0 0 0)
    1495        0        0   100.0%           29      56181  (1495 0 0 0)
    2278        0        0   100.0%           29      56181  (2278 0 0 0)
    1506        0        0   100.0%           29      56181  (1506 0 0 0)
    1496        0        0   100.0%           29      56181  (1496 0 0 0)
    1510        0        0   100.0%           29      56181  (1510 0 0 0)
    1537        0        0   100.0%           29      56181  (1537 0 0 0)
    1523        0        0   100.0%           29      56181  (1523 0 0 0)
    1504        0        0   100.0%           29      56181  (1504 0 0 0)
    2226        0        0   100.0%           29      56181  (2226 0 0 0)
    1489        0        0   100.0%           29      56181  (1489 0 0 0)
    2311        0        0   100.0%           29      56181  (2311 0 0 0)
    1496        0        0   100.0%           29      56181  (1496 0 0 0)
    1500        0        0   100.0%           29      56181  (1500 0 0 0)
    1496        0        0   100.0%           29      56181  (1496 0 0 0)
    1509        0        0   100.0%           29      56181  (1509 0 0 0)
    2280        0        0   100.0%           29      56181  (2280 0 0 0)
    1510        0        0   100.0%           29      56181  (1510 0 0 0)
    1498        1        1    99.9%           29      56181  (1500 1 2 1)
    1482        0        0   100.0%           29      56181  (1482 0 0 0)
    1504        0        0   100.0%           29      56181  (1504 0 0 0)
    2319        0        0   100.0%           29      56181  (2319 0 0 0)
    1510        0        0   100.0%           29      56181  (1510 0 0 0)
    1489        1        1    99.9%           29      56181  (1491 1 2 1)
    1484        0        0   100.0%           29      56181  (1484 0 0 0)
    1482        0        0   100.0%           29      56181  (1482 0 0 0)
    2301        0        0   100.0%           29      56181  (2301 0 0 0)
    1493        0        0   100.0%           29      56181  (1493 0 0 0)
    1500        0        0   100.0%           29      56181  (1500 0 0 0)
    1509        0        0   100.0%           29      56181  (1509 0 0 0)
    1496        0        0   100.0%           29      56181  (1496 0 0 0)
    1498        0        0   100.0%           29      56181  (1498 0 0 0)
    1496        0        0   100.0%           29      56181  (1496 0 0 0)
    1482        0        0   100.0%           29      56181  (1482 0 0 0)
    1489        0        0   100.0%           29      56181  (1489 0 0 0)
    2321        0        0   100.0%           29      56181  (2321 0 0 0)
    1506        0        0   100.0%           29      56181  (1506 0 0 0)
    1506        0        0   100.0%           29      56181  (1506 0 0 0)
    1498        0        0   100.0%           29      56181  (1498 0 0 0)
    1496        0        0   100.0%           29      56181  (1496 0 0 0)
    2276        0        0   100.0%           29      56181  (2276 0 0 0)
    1506        0        0   100.0%           29      56181  (1506 0 0 0)
    1495        0        0   100.0%           29      56181  (1495 0 0 0)
    1489        0        0   100.0%           29      56181  (1489 0 0 0)
    1510        0        0   100.0%           29      56181  (1510 0 0 0)
    2307        0        0   100.0%           29      56181  (2307 0 0 0)
    1482        0        0   100.0%           29      56181  (1482 0 0 0)
    1496        0        0   100.0%           29      56181  (1496 0 0 0)
    1499        0        0   100.0%           29      56181  (1499 0 0 0)
    1475        0        0   100.0%           29      56181  (1475 0 0 0)
    2319        0        0   100.0%           29      56181  (2319 0 0 0)
    1506        0        0   100.0%           29      56181  (1506 0 0 0)
    1499        0        0   100.0%           29      56181  (1499 0 0 0)
    1498        0        0   100.0%           29      56181  (1498 0 0 0)
    2307        0        0   100.0%           29      56181  (2307 0 0 0)
    1496        0        0   100.0%           29      56181  (1496 0 0 0)
    1496        0        0   100.0%           29      56181  (1496 0 0 0)
    1475        0        0   100.0%           29      56181  (1475 0 0 0)
    1486        1        1    99.9%           30      56181  (1488 1 2 1)
    2320        0        0   100.0%           30      56181  (2320 0 0 0)
    1496        0        0   100.0%           30      56181  (1496 0 0 0)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    1499        0        0   100.0%           30      56181  (1499 0 0 0)
    1506        1        1    99.9%           30      56181  (1508 1 2 1)
    2278        0        0   100.0%           30      56181  (2278 0 0 0)
    1495        0        0   100.0%           30      56181  (1495 0 0 0)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    1523        1        1    99.9%           30      56181  (1525 1 2 1)
    2274        0        0   100.0%           30      56181  (2274 0 0 0)
    1486        0        0   100.0%           30      56181  (1486 0 0 0)
    1499        0        0   100.0%           30      56181  (1499 0 0 0)
    1498        0        0   100.0%           30      56181  (1498 0 0 0)
    1537        0        0   100.0%           30      56181  (1537 0 0 0)
    2304        0        0   100.0%           30      56181  (2304 0 0 0)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    1510        0        0   100.0%           30      56181  (1510 0 0 0)
    1510        0        0   100.0%           30      56181  (1510 0 0 0)
    2287        1        1   100.0%           30      56181  (2289 1 2 1)
    1499        0        0   100.0%           30      56181  (1499 0 0 0)
    1509        0        0   100.0%           30      56181  (1509 0 0 0)
    1496        0        0   100.0%           30      56181  (1496 0 0 0)
    2320        0        0   100.0%           30      56181  (2320 0 0 0)
    1482        0        0   100.0%           30      56181  (1482 0 0 0)
    1498        0        0   100.0%           30      56181  (1498 0 0 0)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    1482        0        0   100.0%           30      56181  (1482 0 0 0)
    5078        0       12   100.0%           30      56181  (5090 12 4 53)
    1495        0        0   100.0%           30      56181  (1495 0 0 0)
    1499        0        0   100.0%           30      56181  (1499 0 0 0)
    1496        0        0   100.0%           30      56181  (1496 0 0 0)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    2291        0        5   100.0%           30      56181  (2296 5 2 5)
    1495        0        0   100.0%           30      56181  (1495 0 0 0)
    1504        0        0   100.0%           30      56181  (1504 0 0 0)
    1495        0        0   100.0%           30      56181  (1495 0 0 0)
    1506        0        0   100.0%           30      56181  (1506 0 0 0)
    2296        0        0   100.0%           30      56181  (2296 0 0 0)
    1499        0        0   100.0%           30      56181  (1499 0 0 0)
    1504        0        0   100.0%           30      56181  (1504 0 0 0)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    1506        0        0   100.0%           30      56181  (1506 0 0 0)
    2300        0        0   100.0%           30      56181  (2300 0 0 0)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    1510        0        0   100.0%           30      56181  (1510 0 0 0)
    1506        0        0   100.0%           30      56181  (1506 0 0 0)
    2300        0        0   100.0%           30      56181  (2300 0 0 0)
    1510        0        0   100.0%           30      56181  (1510 0 0 0)
    1504        0        0   100.0%           30      56181  (1504 0 0 0)
    1496        0        0   100.0%           30      56181  (1496 0 0 0)
    1498        0        0   100.0%           30      56181  (1498 0 0 0)
    2314        0        0   100.0%           30      56181  (2314 0 0 0)
    1499        0        0   100.0%           30      56181  (1499 0 0 0)
    1498        1        1    99.9%           30      56181  (1500 1 2 1)
    1499        0        0   100.0%           30      56181  (1499 0 0 0)
    1496        0        0   100.0%           30      56181  (1496 0 0 0)
    2313        0        0   100.0%           30      56181  (2313 0 0 0)
    1498        0        0   100.0%           30      56181  (1498 0 0 0)
    1499        0        0   100.0%           30      56181  (1499 0 0 0)
    1483        0        0   100.0%           30      56181  (1483 0 0 0)
    1496        0        0   100.0%           30      56181  (1496 0 0 0)
    2285        0        0   100.0%           30      56181  (2285 0 0 0)
    1523        0        0   100.0%           30      56181  (1523 0 0 0)
    1486        0        0   100.0%           30      56181  (1486 0 0 0)
    1498        0        0   100.0%           30      56181  (1498 0 0 0)
    1506        0        0   100.0%           30      56181  (1506 0 0 0)
    2286        0        0   100.0%           30      56181  (2286 0 0 0)
    1496        0        0   100.0%           30      56181  (1496 0 0 0)
    1537        0        0   100.0%           30      56181  (1537 0 0 0)
    1509        0        0   100.0%           30      56181  (1509 0 0 0)
    2291        0        0   100.0%           30      56181  (2291 0 0 0)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    1510        0        0   100.0%           30      56181  (1510 0 0 0)
    1483        0        0   100.0%           30      56181  (1483 0 0 0)
    1495        0        0   100.0%           30      56181  (1495 0 0 0)
    2326        0        0   100.0%           30      56181  (2326 0 0 0)
    1498        0        0   100.0%           30      56181  (1498 0 0 0)
    1506        0        0   100.0%           30      56181  (1506 0 0 0)
    1475        0        0   100.0%           30      56181  (1475 0 0 0)
    1510        0        0   100.0%           30      56181  (1510 0 0 0)
    2299        0        0   100.0%           30      56181  (2299 0 0 0)
    1495        0        0   100.0%           30      56181  (1495 0 0 0)
    1537        0        0   100.0%           30      56181  (1537 0 0 0)
    1509        0        0   100.0%           30      56181  (1509 0 0 0)
    1486        0        0   100.0%           30      56181  (1486 0 0 0)
    2279        0        0   100.0%           30      56181  (2279 0 0 0)
    1482        0        0   100.0%           30      56181  (1482 0 0 0)
    1498        0        0   100.0%           30      56181  (1498 0 0 0)
    1496        0        0   100.0%           30      56181  (1496 0 0 0)
    1496        0        0   100.0%           30      56181  (1496 0 0 0)
    2328        0        0   100.0%           30      56181  (2328 0 0 0)
    1506        0        0   100.0%           30      56181  (1506 0 0 0)
    1509        0        0   100.0%           30      56181  (1509 0 0 0)
    1482        0        0   100.0%           30      56181  (1482 0 0 0)
    2305        1        1   100.0%           30      56181  (2307 1 2 1)
    1495        0        0   100.0%           30      56181  (1495 0 0 0)
    1510        0        0   100.0%           30      56181  (1510 0 0 0)
    1510        0        0   100.0%           30      56181  (1510 0 0 0)
    1498        0        0   100.0%           30      56181  (1498 0 0 0)
    2269        0        0   100.0%           30      56181  (2269 0 0 0)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    1510        0        0   100.0%           30      56181  (1510 0 0 0)
    1486        0        0   100.0%           30      56181  (1486 0 0 0)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    2329        0        0   100.0%           30      56181  (2329 0 0 0)
    1499        0        0   100.0%           30      56181  (1499 0 0 0)
    1498        0        0   100.0%           30      56181  (1498 0 0 0)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    1486        0        0   100.0%           30      56181  (1486 0 0 0)
    2329        0        0   100.0%           30      56181  (2329 0 0 0)
    1482        0        0   100.0%           30      56181  (1482 0 0 0)
    1495        0        0   100.0%           30      56181  (1495 0 0 0)
    1510        0        0   100.0%           30      56181  (1510 0 0 0)
    1482        0        0   100.0%           30      56181  (1482 0 0 0)
    2322        0        0   100.0%           30      56181  (2322 0 0 0)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    1495        0        0   100.0%           30      56181  (1495 0 0 0)
    1499        0        0   100.0%           30      56181  (1499 0 0 0)
    1482        0        0   100.0%           30      56181  (1482 0 0 0)
    2297        0        0   100.0%           30      56181  (2297 0 0 0)
    1510        0        0   100.0%           30      56181  (1510 0 0 0)
    2258        0        1   100.0%           30      56181  (2259 1 0 1)
    1537        0        0   100.0%           30      56181  (1537 0 0 0)
    2280        0        0   100.0%           30      56181  (2280 0 0 0)
    1506        0        0   100.0%           30      56181  (1506 0 0 0)
    1502        1        1    99.9%           30      56181  (1504 1 2 1)
    1504        0        0   100.0%           30      56181  (1504 0 0 0)
    1486        0        0   100.0%           30      56181  (1486 0 0 0)
    2313        0        0   100.0%           30      56181  (2313 0 0 0)
    1495        0        0   100.0%           30      56181  (1495 0 0 0)
    1500        0        0   100.0%           30      56181  (1500 0 0 0)
    1498        0        0   100.0%           30      56181  (1498 0 0 0)
    1506        0        0   100.0%           30      56181  (1506 0 0 0)
    2281        0        0   100.0%           30      56181  (2281 0 0 0)
    1499        0        0   100.0%           30      56181  (1499 0 0 0)
    1495        0        0   100.0%           30      56181  (1495 0 0 0)
    1510        0        0   100.0%           30      56181  (1510 0 0 0)
    1498        0        0   100.0%           30      56181  (1498 0 0 0)
    2324        0        0   100.0%           30      56181  (2324 0 0 0)
    1510        0        0   100.0%           30      56181  (1510 0 0 0)
    1506        0        0   100.0%           30      56181  (1506 0 0 0)
    1486        0        0   100.0%           30      56181  (1486 0 0 0)
    3844        0        3   100.0%           30      56181  (3847 3 5 44)
    2293        0        0   100.0%           30      56181  (2293 0 0 0)
    1509        0        0   100.0%           30      56181  (1509 0 0 0)
    1482        0        0   100.0%           30      56181  (1482 0 0 0)
    1506        0        0   100.0%           30      56181  (1506 0 0 0)
    2294        0        0   100.0%           30      56181  (2294 0 0 0)
    1524        0        8   100.0%           30      56181  (1532 8 2 8)
    1496        0        0   100.0%           30      56181  (1496 0 0 0)
    1523        0        0   100.0%           30      56181  (1523 0 0 0)
    1509        1        1    99.9%           30      56181  (1511 1 2 1)
    2299        0        0   100.0%           30      56181  (2299 0 0 0)
    1504        0        0   100.0%           30      56181  (1504 0 0 0)
    1509        0        0   100.0%           30      56181  (1509 0 0 0)
    1498        0        0   100.0%           30      56181  (1498 0 0 0)
    1482        1        1    99.9%           30      56181  (1484 1 2 1)
    2301        0        0   100.0%           30      56181  (2301 0 0 0)
    1509        0        0   100.0%           30      56181  (1509 0 0 0)
    1498        0        0   100.0%           30      56181  (1498 0 0 0)
    1509        0        0   100.0%           30      56181  (1509 0 0 0)
    1486        1        1    99.9%           30      56181  (1488 1 2 1)
    2281        0        0   100.0%           30      56181  (2281 0 0 0)
    1499        0        0   100.0%           30      56181  (1499 0 0 0)
    1500        0        0   100.0%           30      56181  (1500 0 0 0)
    1495        0        0   100.0%           30      56181  (1495 0 0 0)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    2310        0        0   100.0%           30      56181  (2310 0 0 0)
    1482        0        0   100.0%           30      56181  (1482 0 0 0)
    1499        0        0   100.0%           30      56181  (1499 0 0 0)
    1496        0        0   100.0%           30      56181  (1496 0 0 0)
    2298        0        0   100.0%           30      56181  (2298 0 0 0)
    1495        1        1    99.9%           30      56181  (1497 1 2 1)
    1509        0        0   100.0%           30      56181  (1509 0 0 0)
    1486        0        0   100.0%           30      56181  (1486 0 0 0)
    1495        0        0   100.0%           30      56181  (1495 0 0 0)
    2288        0        0   100.0%           30      56181  (2288 0 0 0)
    1476        0        0   100.0%           30      56181  (1476 0 0 0)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    1537        0        0   100.0%           30      56181  (1537 0 0 0)
    2298        0        0   100.0%           30      56181  (2298 0 0 0)
    1495        0        0   100.0%           30      56181  (1495 0 0 0)
    1482        0        0   100.0%           30      56181  (1482 0 0 0)
    1486        0        0   100.0%           30      56181  (1486 0 0 0)
    1498        0        0   100.0%           30      56181  (1498 0 0 0)
    2289        0        0   100.0%           30      56181  (2289 0 0 0)
    1513        0        0   100.0%           30      56181  (1513 0 0 0)
    1499        0        0   100.0%           30      56181  (1499 0 0 0)
    1486        0        0   100.0%           30      56181  (1486 0 0 0)
    1506        0        0   100.0%           30      56181  (1506 0 0 0)
    2319        0        0   100.0%           30      56181  (2319 0 0 0)
    1488        0        0   100.0%           30      56181  (1488 0 0 0)
    1510        0        0   100.0%           30      56181  (1510 0 0 0)
    1506        0        0   100.0%           30      56181  (1506 0 0 0)
    1499        0        0   100.0%           30      56181  (1499 0 0 0)
    2293        0        0   100.0%           30      56181  (2293 0 0 0)
    1475        0        0   100.0%           30      56181  (1475 0 0 0)
    1502        0        0   100.0%           30      56181  (1502 0 0 0)
    1486        0        0   100.0%           30      56181  (1486 0 0 0)
    2278        0        0   100.0%           30      56181  (2278 0 0 0)
    1495        1        1    99.9%           30      56181  (1497 1 2 1)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    1486        0        0   100.0%           30      56181  (1486 0 0 0)
    1482        0        0   100.0%           30      56181  (1482 0 0 0)
    2278        0        0   100.0%           30      56181  (2278 0 0 0)
    1486        0        0   100.0%           30      56181  (1486 0 0 0)
    1482        0        0   100.0%           30      56181  (1482 0 0 0)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    1537        0        0   100.0%           30      56181  (1537 0 0 0)
    2295        0        0   100.0%           30      56181  (2295 0 0 0)
    1523        0        0   100.0%           30      56181  (1523 0 0 0)
    1499        1        1    99.9%           30      56181  (1501 1 2 1)
    1499        0        0   100.0%           30      56181  (1499 0 0 0)
    1495        0        0   100.0%           30      56181  (1495 0 0 0)
    2254        0        0   100.0%           30      56181  (2254 0 0 0)
    1523        0        0   100.0%           30      56181  (1523 0 0 0)
    1504        0        0   100.0%           30      56181  (1504 0 0 0)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    1506        0        0   100.0%           30      56181  (1506 0 0 0)
    2285        0        0   100.0%           30      56181  (2285 0 0 0)
    1523        0        0   100.0%           30      56181  (1523 0 0 0)
    1509        0        0   100.0%           30      56181  (1509 0 0 0)
    1496        0        0   100.0%           30      56181  (1496 0 0 0)
    2300        0        0   100.0%           30      56181  (2300 0 0 0)
    1506        0        0   100.0%           30      56181  (1506 0 0 0)
    1504        0        0   100.0%           30      56181  (1504 0 0 0)
    1496        0        0   100.0%           30      56181  (1496 0 0 0)
    1523        0        0   100.0%           30      56181  (1523 0 0 0)
    2277        0        0   100.0%           30      56181  (2277 0 0 0)
    1537        0        0   100.0%           30      56181  (1537 0 0 0)
    1506        0        0   100.0%           30      56181  (1506 0 0 0)
    1496        0        0   100.0%           30      56181  (1496 0 0 0)
    1496        0        0   100.0%           30      56181  (1496 0 0 0)
    2308        0        0   100.0%           30      56181  (2308 0 0 0)
    1499        0        0   100.0%           30      56181  (1499 0 0 0)
    1499        0        0   100.0%           30      56181  (1499 0 0 0)
    1504        0        0   100.0%           30      56181  (1504 0 0 0)
    1496        0        0   100.0%           30      56181  (1496 0 0 0)
    2315        0        0   100.0%           30      56181  (2315 0 0 0)
    1498        0        0   100.0%           30      56181  (1498 0 0 0)
    1537        0        0   100.0%           30      56181  (1537 0 0 0)
    1498        0        0   100.0%           30      56181  (1498 0 0 0)
    1513        0        0   100.0%           30      56181  (1513 0 0 0)
    2262        0        0   100.0%           30      56181  (2262 0 0 0)
    1495        0        0   100.0%           30      56181  (1495 0 0 0)
    1498        0        0   100.0%           30      56181  (1498 0 0 0)
    1499        0        0   100.0%           30      56181  (1499 0 0 0)
    1486        0        0   100.0%           30      56181  (1486 0 0 0)
    1510        0        0   100.0%           30      56181  (1510 0 0 0)
    1510        0        0   100.0%           30      56181  (1510 0 0 0)
    1482        0        0   100.0%           30      56181  (1482 0 0 0)
    1495        0        0   100.0%           30      56181  (1495 0 0 0)
    2322        2        0    99.9%           30      56181  (2324 0 2 0)
    1495        0        0   100.0%           30      56181  (1495 0 0 0)
    1510        0        0   100.0%           30      56181  (1510 0 0 0)
    1498        0        0   100.0%           30      56181  (1498 0 0 0)
    1496        0        0   100.0%           30      56181  (1496 0 0 0)
    2279        1        1   100.0%           30      56181  (2281 1 2 1)
    1509        0        0   100.0%           30      56181  (1509 0 0 0)
    1488        0        0   100.0%           30      56181  (1488 0 0 0)
    1499        0        0   100.0%           30      56181  (1499 0 0 0)
    1482        0        0   100.0%           30      56181  (1482 0 0 0)
    2298        1        1   100.0%           30      56181  (2300 1 2 1)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    1510        0        0   100.0%           30      56181  (1510 0 0 0)
    1482        0        0   100.0%           30      56181  (1482 0 0 0)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    2268        1        1   100.0%           30      56181  (2270 1 2 1)
    1523        0        0   100.0%           30      56181  (1523 0 0 0)
    1496        0        0   100.0%           30      56181  (1496 0 0 0)
    1506        0        0   100.0%           30      56181  (1506 0 0 0)
    1537        0        0   100.0%           30      56181  (1537 0 0 0)
    2222        1        1   100.0%           30      56181  (2224 1 2 1)
    1510        0        0   100.0%           30      56181  (1510 0 0 0)
    1510        0        0   100.0%           30      56181  (1510 0 0 0)
    1496        0        0   100.0%           30      56181  (1496 0 0 0)
    2307        0        0   100.0%           30      56181  (2307 0 0 0)
    1489        1        1    99.9%           30      56181  (1491 1 2 1)
    1506        0        0   100.0%           30      56181  (1506 0 0 0)
    1504        0        0   100.0%           30      56181  (1504 0 0 0)
    1486        0        0   100.0%           30      56181  (1486 0 0 0)
    2305        0        0   100.0%           30      56181  (2305 0 0 0)
    1495        1        1    99.9%           30      56181  (1497 1 2 1)
    1486        0        0   100.0%           30      56181  (1486 0 0 0)
    1496        0        0   100.0%           30      56181  (1496 0 0 0)
    1510        0        0   100.0%           30      56181  (1510 0 0 0)
    2283        0        0   100.0%           30      56181  (2283 0 0 0)
    1499        0        0   100.0%           30      56181  (1499 0 0 0)
    1495        0        0   100.0%           30      56181  (1495 0 0 0)
    1510        0        0   100.0%           30      56181  (1510 0 0 0)
    1482        0        0   100.0%           30      56181  (1482 0 0 0)
    2342        0        0   100.0%           30      56181  (2342 0 0 0)
    1495        0        0   100.0%           30      56181  (1495 0 0 0)
    2238        0        0   100.0%           30      56181  (2238 0 0 0)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    1498        0        0   100.0%           30      56181  (1498 0 0 0)
    2306        0        0   100.0%           30      56181  (2306 0 0 0)
    1498        0        0   100.0%           30      56181  (1498 0 0 0)
    1504        0        0   100.0%           30      56181  (1504 0 0 0)
    1510        0        0   100.0%           30      56181  (1510 0 0 0)
    2297        0        0   100.0%           30      56181  (2297 0 0 0)
    1498        0        0   100.0%           30      56181  (1498 0 0 0)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    1510        0        0   100.0%           30      56181  (1510 0 0 0)
    1523        0        0   100.0%           30      56181  (1523 0 0 0)
    2295        0        0   100.0%           30      56181  (2295 0 0 0)
    1482        0        0   100.0%           30      56181  (1482 0 0 0)
    1495        0        0   100.0%           30      56181  (1495 0 0 0)
    1488        0        0   100.0%           30      56181  (1488 0 0 0)
    1504        0        0   100.0%           30      56181  (1504 0 0 0)
    2281        0        0   100.0%           30      56181  (2281 0 0 0)
    1510        0        0   100.0%           30      56181  (1510 0 0 0)
    1496        0        0   100.0%           30      56181  (1496 0 0 0)
    1496        0        0   100.0%           30      56181  (1496 0 0 0)
    4282        0       12   100.0%           30      56181  (4294 12 36 53)
    2303        0        0   100.0%           30      56181  (2303 0 0 0)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    1495        0        0   100.0%           30      56181  (1495 0 0 0)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    2314        0        5   100.0%           30      56181  (2319 5 2 5)
    1499        0        0   100.0%           30      56181  (1499 0 0 0)
    1496        0        0   100.0%           30      56181  (1496 0 0 0)
    1537        0        0   100.0%           30      56181  (1537 0 0 0)
    1486        0        0   100.0%           30      56181  (1486 0 0 0)
    1506        0        0   100.0%           30      56181  (1506 0 0 0)
    1504        0        0   100.0%           30      56181  (1504 0 0 0)
    1482        0        0   100.0%           30      56181  (1482 0 0 0)
    1506        0        0   100.0%           30      56181  (1506 0 0 0)
    2335        1        1   100.0%           30      56181  (2337 1 2 1)
    1499        0        0   100.0%           30      56181  (1499 0 0 0)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    1509        0        0   100.0%           30      56181  (1509 0 0 0)
    2281        0        0   100.0%           30      56181  (2281 0 0 0)
    1496        0        0   100.0%           30      56181  (1496 0 0 0)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    1482        0        0   100.0%           30      56181  (1482 0 0 0)
    1499        0        0   100.0%           30      56181  (1499 0 0 0)
    2310        0        0   100.0%           30      56181  (2310 0 0 0)
    1495        0        0   100.0%           30      56181  (1495 0 0 0)
    1496        0        0   100.0%           30      56181  (1496 0 0 0)
    1523        0        0   100.0%           30      56181  (1523 0 0 0)
    1509        0        0   100.0%           30      56181  (1509 0 0 0)
    2296        0        0   100.0%           30      56181  (2296 0 0 0)
    1498        0        0   100.0%           30      56181  (1498 0 0 0)
    1496        0        0   100.0%           30      56181  (1496 0 0 0)
    1506        0        0   100.0%           30      56181  (1506 0 0 0)
    1637        0        0   100.0%           30      56181  (1637 0 0 0)
    1504        0        0   100.0%           30      56181  (1504 0 0 0)
    1495        0        0   100.0%           30      56181  (1495 0 0 0)
    1495        0        0   100.0%           30      56181  (1495 0 0 0)
    1523        1        1    99.9%           30      56181  (1525 1 2 1)
    2291        0        0   100.0%           30      56181  (2291 0 0 0)
    1502        0        0   100.0%           30      56181  (1502 0 0 0)
    1504        0        0   100.0%           30      56181  (1504 0 0 0)
    1509        0        0   100.0%           30      56181  (1509 0 0 0)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    2269        0        0   100.0%           30      56181  (2269 0 0 0)
    1499        0        0   100.0%           30      56181  (1499 0 0 0)
    1499        0        0   100.0%           30      56181  (1499 0 0 0)
    1495        0        0   100.0%           30      56181  (1495 0 0 0)
    1504        0        0   100.0%           30      56181  (1504 0 0 0)
    2287        0        0   100.0%           30      56181  (2287 0 0 0)
    1510        0        0   100.0%           30      56181  (1510 0 0 0)
    1523        0        0   100.0%           30      56181  (1523 0 0 0)
    1504        0        0   100.0%           30      56181  (1504 0 0 0)
    1506        0        0   100.0%           30      56181  (1506 0 0 0)
    2288        0        0   100.0%           30      56181  (2288 0 0 0)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    1509        0        0   100.0%           30      56181  (1509 0 0 0)
    1506        0        0   100.0%           30      56181  (1506 0 0 0)
    1523        0        0   100.0%           30      56181  (1523 0 0 0)
    1496        0        0   100.0%           30      56181  (1496 0 0 0)
    1499        0        0   100.0%           30      56181  (1499 0 0 0)
    1509        0        0   100.0%           30      56181  (1509 0 0 0)
    1486        0        0   100.0%           30      56181  (1486 0 0 0)
    2323        0        0   100.0%           30      56181  (2323 0 0 0)
    1509        0        0   100.0%           30      56181  (1509 0 0 0)
    1510        0        0   100.0%           30      56181  (1510 0 0 0)
    1495        1        1    99.9%           30      56181  (1497 1 2 1)
    1506        0        0   100.0%           30      56181  (1506 0 0 0)
    2311        0        0   100.0%           30      56181  (2311 0 0 0)
    1523        0        0   100.0%           30      56181  (1523 0 0 0)
    1486        0        0   100.0%           30      56181  (1486 0 0 0)
    1498        1        1    99.9%           30      56181  (1500 1 2 1)
    1506        0        0   100.0%           30      56181  (1506 0 0 0)
    2301        0        0   100.0%           30      56181  (2301 0 0 0)
    1496        0        0   100.0%           30      56181  (1496 0 0 0)
    1486        0        0   100.0%           30      56181  (1486 0 0 0)
    1498        1        1    99.9%           30      56181  (1500 1 2 1)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    2299        0        0   100.0%           30      56181  (2299 0 0 0)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    1509        0        0   100.0%           30      56181  (1509 0 0 0)
    1498        1        1    99.9%           30      56181  (1500 1 2 1)
    2304        0        0   100.0%           30      56181  (2304 0 0 0)
    1504        0        0   100.0%           30      56181  (1504 0 0 0)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    1496        0        0   100.0%           30      56181  (1496 0 0 0)
    1496        0        0   100.0%           30      56181  (1496 0 0 0)
    2320        0        0   100.0%           30      56181  (2320 0 0 0)
    1489        0        0   100.0%           30      56181  (1489 0 0 0)
    1490        0        0   100.0%           30      56181  (1490 0 0 0)
    1496        0        0   100.0%           30      56181  (1496 0 0 0)
    1496        0        0   100.0%           30      56181  (1496 0 0 0)
    2296        0        0   100.0%           30      56181  (2296 0 0 0)
    1499        0        0   100.0%           30      56181  (1499 0 0 0)
    1504        0        0   100.0%           30      56181  (1504 0 0 0)
    1482        0        0   100.0%           30      56181  (1482 0 0 0)
    1499        0        0   100.0%           30      56181  (1499 0 0 0)
    2322        1        1   100.0%           30      56181  (2324 1 2 1)
