Counting cache functions... Output every 1 seconds.
    HITS   MISSES  DIRTIES    RATIO   BUFFERS_MB   CACHE_MB  DEBUG
    1899        7    40211    99.6%          181      66092  (42117 40211 40065 40058)
    1699        5    21067    99.7%          181      66180  (22771 21067 20989 20984)
    2692        0    12493   100.0%          181      66229  (15185 12493 12411 12414)
    1615        3    11293    99.8%          181      66272  (12911 11293 11254 11251)
    1927        6    42891    99.7%          181      66443  (44824 42891 42732 42726)
    1771        6    26340    99.7%          181      66547  (28117 26340 26242 26236)
    2741        1    17104   100.0%          181      66616  (19846 17104 17006 17005)
    1595        3     9238    99.8%          181      66651  (10836 9238 9207 9204)
    1913        5    42893    99.7%          181      66820  (44811 42893 42733 42728)
    1705        5    21380    99.7%          181      66904  (23090 21380 21301 21296)
    1754        3    23995    99.8%          181      67000  (25752 23995 23902 23899)
    2550        0     2695   100.0%          181      67011  (5245 2695 2655 2656)
    1843        4    36957    99.8%          181      67156  (38804 36957 36820 36816)
    1837        6    32608    99.7%          181      67291  (34451 32608 32487 32481)
    1738        3    20510    99.8%          181      67376  (22251 20510 20431 20428)
    2581        0     3030   100.0%          181      67389  (5611 3030 2986 2987)
    1725        2    23964    99.9%          181      67484  (25691 23964 23880 23878)
    1902        7    36906    99.6%          181      67631  (38815 36906 36772 36765)
    1931       10    27817    99.5%          182      67744  (29758 27817 27711 27701)
    2462        0     7067   100.0%          182      67775  (9529 7067 7017 7023)
    1718        0    23350   100.0%          182      67865  (25068 23350 23262 23262)
    1915       10    40116    99.5%          182      68026  (42041 40116 39971 39961)
    1688        1    19085    99.9%          182      68103  (20774 19085 19010 19009)
    2698        0    14150   100.0%          182      68161  (16848 14150 14068 14068)
    1641        0    11033   100.0%          182      68203  (12674 11033 10992 10992)
    1946        5    43071    99.7%          182      68374  (45022 43071 42909 42904)
    1775        6    27441    99.7%          182      68483  (29222 27441 27338 27332)
    2698        2    15587    99.9%          182      68546  (18287 15587 15496 15494)
    1605        0     9492   100.0%          182      68583  (11097 9492 9457 9457)
    1927        4    41612    99.8%          182      68748  (43543 41612 41456 41452)
    1713        6    19910    99.7%          182      68830  (21629 19910 19838 19832)
    4491        0    22588   100.0%          182      68921  (27079 22588 22492 22540)
    2578        0     3983   100.0%          182      68938  (6561 3983 3932 3933)
    1775        2    29350    99.9%          182      69052  (31127 29350 29244 29242)
    1910        9    40535    99.5%          182      69216  (42454 40535 40387 40378)
    1763        6    25133    99.7%          182      69316  (26902 25133 25039 25033)
    2564        0     3211   100.0%          182      69330  (5775 3211 3167 3169)
    1812        2    34395    99.9%          182      69465  (36209 34395 34263 34261)
    1895       11    35665    99.4%          182      69610  (37571 35665 35537 35526)
    1894        7    22321    99.6%          182      69698  (24222 22321 22234 22227)
    2423        0     4735   100.0%          182      69717  (7158 4735 4692 4694)
    1798        3    34132    99.8%          182      69850  (35933 34132 34005 34002)
    1854        8    35923    99.6%          182      69994  (37785 35923 35791 35783)
    1787        6    23602    99.7%          182      70090  (25395 23602 23514 23508)
    2562        0     1150   100.0%          182      70096  (3712 1150 1117 1117)
    1752        3    27716    99.8%          182      70205  (29471 27716 27614 27611)
    1882        7    35620    99.6%          182      70347  (37509 35620 35489 35482)
    1772        6    24722    99.7%          182      70448  (26500 24722 24636 24630)
    2620        0     7470   100.0%          182      70480  (10090 7470 7409 7411)
    1684        3    20785    99.8%          182      70560  (22472 20785 20710 20707)
    1962        7    42993    99.6%          182      70731  (44962 42993 42834 42827)
    1809        6    26187    99.7%          182      70836  (28002 26187 26089 26083)
    2617        0     6812   100.0%          182      70866  (9429 6812 6754 6766)
    1622        1    13347    99.9%          182      70918  (14970 13347 13298 13297)
    1912        8    40843    99.6%          182      71079  (42763 40843 40694 40686)
    1815        6    27465    99.7%          182      71188  (29286 27465 27362 27356)
    2722        1    15216   100.0%          182      71252  (17939 15216 15127 15126)
    1596        0     9751   100.0%          182      71290  (11347 9751 9715 9715)
    1920       11    42930    99.4%          182      71460  (44861 42930 42776 42765)
    1692        3    20547    99.8%          182      71541  (22242 20547 20469 20466)
    1746        6    23117    99.7%          182      71634  (24869 23117 23030 23024)
    2554        0     2660   100.0%          182      71645  (5214 2660 2619 2622)
    1769        4    28997    99.8%          182      71759  (30770 28997 28890 28886)
    1860        6    35776    99.7%          182      71905  (37642 35776 35643 35637)
    1919        6    23840    99.7%          183      72000  (25765 23840 23747 23741)
    3226        4     7529    99.9%          183      72033  (10759 7529 7475 7471)
    1821        4    34650    99.8%          183      72170  (36475 34650 34520 34516)
    1866       10    36435    99.5%          183      72317  (38311 36435 36303 36293)
    1751        3    23340    99.8%          183      72408  (25094 23340 23250 23247)
    2601        0     3533   100.0%          183      72422  (6134 3533 3491 3492)
    4666        0    40636   100.0%          183      72583  (45302 40636 40484 40511)
    1864        7    32619    99.6%          183      72717  (34490 32619 32499 32492)
    1740        3    20142    99.8%          183      72797  (21885 20142 20064 20061)
    2613        1     5180   100.0%          183      72817  (7794 5180 5132 5131)
    1912        6    40791    99.7%          183      72978  (42709 40791 40641 40635)
    1812        6    29247    99.7%          183      73095  (31065 29247 29140 29134)
    1733        0    22135   100.0%          183      73184  (23868 22135 22045 22046)
    2568        0     4668   100.0%          183      73201  (7236 4668 4622 4623)
    1886        5    38140    99.7%          183      73352  (40031 38140 38005 38000)
    1795        5    31238    99.7%          183      73479  (33038 31238 31121 31116)
    1753        7    22648    99.6%          183      73571  (24408 22648 22564 22557)
    2553        0     2357   100.0%          183      73579  (4910 2357 2318 2320)
    1796        4    33363    99.8%          183      73711  (35163 33363 33240 33236)
    1828        7    32303    99.6%          183      73843  (34138 32303 32183 32176)
    1775        2    24772    99.9%          183      73943  (26549 24772 24674 24672)
    2614        0     3740   100.0%          183      73961  (6354 3740 3697 3708)
    1787        3    28993    99.8%          183      74074  (30783 28993 28885 28882)
    1875        7    35764    99.6%          183      74219  (37646 35764 35632 35625)
    1797        4    27032    99.8%          183      74328  (28833 27032 26929 26925)
    2656        6     7849    99.8%          183      74360  (10511 7849 7791 7785)
    1913        6    40839    99.7%          183      74521  (42758 40839 40688 40682)
    1807        6    30125    99.7%          183      74644  (31938 30125 30013 30007)
    1723        6    20983    99.7%          183      74729  (22712 20983 20904 20898)
    2558        0     5178   100.0%          183      74748  (7736 5178 5128 5130)
    1928        3    41072    99.8%          183      74909  (43003 41072 40919 40916)
    1736        6    23377    99.7%          183      75006  (25119 23377 23292 23286)
    1735        6    23395    99.7%          183      75097  (25136 23395 23308 23302)
    2561        0     3803   100.0%          183      75115  (6364 3803 3756 3757)
    1766        6    24640    99.7%          183      75211  (26412 24640 24552 24546)
    1926        8    40131    99.6%          183      75371  (42065 40131 39985 39977)
    1699        5    19667    99.7%          183      75452  (21371 19667 19594 19589)
    2678        0    12348   100.0%          183      75502  (15026 12348 12268 12268)
    1589        0    11037   100.0%          183      75544  (12626 11037 10996 10996)
    1904        8    42114    99.6%          183      75711  (44026 42114 41959 41951)
    1793        3    25310    99.8%          183      75812  (27106 25310 25214 25211)
    2426        2    18544    99.9%          183      75889  (20972 18544 18456 18454)
    1600        2     7715    99.9%          184      75918  (9317 7715 7678 7676)
    1901        5    40993    99.7%          184      76079  (42899 40993 40843 40838)
    1792        6    29872    99.7%          184      76199  (31670 29872 29761 29755)
    2800        2    18911    99.9%          184      76275  (21713 18911 18803 18801)
    1591        1     9489    99.9%          184      76312  (11081 9489 9455 9454)
    1917        9    44454    99.5%          184      76488  (46380 44454 44292 44283)
    1801        6    28780    99.7%          184      76603  (30587 28780 28672 28666)
    2691        0    14395   100.0%          184      76662  (17086 14395 14309 14309)
    1643        1    12317    99.9%          184      76710  (13961 12317 12272 12271)
    1938        8    44123    99.6%          184      76883  (46069 44123 43961 43953)
    1772        6    26152    99.7%          184      76988  (27930 26152 26054 26048)
    2742        0    14814   100.0%          184      77048  (17556 14814 14723 14724)
    1590        7     9492    99.6%          184      77085  (11089 9492 9463 9456)
    1918        5    42646    99.7%          184      77253  (44569 42646 42487 42482)
    1817        7    31192    99.6%          184      77378  (33016 31192 31075 31068)
    2693        0    13290   100.0%          184      77434  (15983 13290 13203 13216)
    1650        3    14113    99.8%          184      77489  (15766 14113 14063 14060)
    1964        5    45765    99.7%          184      77669  (47734 45765 45593 45588)
    1755        7    25495    99.6%          184      77771  (27257 25495 25401 25394)
    2651        0    11493   100.0%          184      77819  (14144 11493 11416 11419)
    1653        3    14368    99.8%          184      77875  (16024 14368 14317 14314)
    1929        7    42361    99.6%          184      78043  (44297 42361 42205 42198)
    1771        5    29040    99.7%          184      78158  (30816 29040 28930 28925)
    2724        0    11330   100.0%          184      78206  (14054 11330 11251 11253)
    1583        3     8727    99.8%          184      78240  (10313 8727 8697 8694)
    1894        5    40631    99.7%          184      78400  (42530 40631 40480 40475)
    1807        6    29680    99.7%          184      78519  (31493 29680 29570 29564)
    1852        0    17720   100.0%          184      78593  (19572 17720 17631 17635)
    1190        6     7199    99.5%          184      78621  (8395 7199 7170 7164)
    1922        6    44225    99.7%          184      78795  (46153 44225 44061 44055)
    1785        6    28345    99.7%          184      78910  (30136 28345 28239 28233)
    1709        3    16725    99.8%          184      78976  (18437 16725 16661 16658)
    2536        3     1672    99.9%          184      78983  (4211 1672 1638 1635)
    1804        3    32595    99.8%          184      79112  (34402 32595 32474 32471)
    1866        5    32899    99.7%          184      79245  (34770 32899 32780 32775)
    1831        4    26938    99.8%          184      79354  (28773 26938 26835 26831)
    2593        0     3802   100.0%          184      79371  (6395 3802 3757 3757)
    1794        3    31306    99.8%          184      79494  (33103 31306 31190 31187)
    1868        7    35355    99.6%          184      79636  (37230 35355 35225 35218)
    1775        7    26366    99.6%          184      79744  (28148 26366 26269 26262)
    2583        0     3791   100.0%          184      79760  (6374 3791 3746 3747)
    1797        4    30788    99.8%          184      79880  (32589 30788 30675 30671)
    1887        7    36343    99.6%          184      80028  (38237 36343 36208 36201)
    1813        7    25043    99.6%          184      80129  (26863 25043 24950 24943)
    2582        1     4205   100.0%          185      80147  (6788 4205 4151 4150)
    1857        3    34640    99.8%          185      80281  (36500 34640 34511 34508)
    1867        7    34141    99.6%          185      80418  (36015 34141 34015 34008)
    1798        7    25732    99.6%          185      80525  (27537 25732 25635 25628)
    2518        0     1844   100.0%          185      80532  (4362 1844 1807 1820)
    1803        4    31300    99.8%          185      80652  (33107 31300 31185 31181)
    1871        7    35299    99.6%          185      80797  (37177 35299 35168 35161)
    1780       10    25501    99.4%          185      80902  (27291 25501 25410 25400)
    2618        0     2969   100.0%          185      80914  (5587 2969 2922 2926)
    1780        2    29775    99.9%          185      81031  (31557 29775 29665 29663)
    1908        6    37256    99.7%          185      81180  (39170 37256 37121 37115)
    1786        6    26980    99.7%          185      81292  (28772 26980 26879 26873)
    2592        0     2701   100.0%          185      81303  (5293 2701 2657 2660)
    1854        4    33368    99.8%          185      81434  (35226 33368 33245 33241)
    1818        7    34236    99.6%          185      81572  (36061 34236 34110 34103)
    1698        6    19210    99.6%          185      81650  (20914 19210 19140 19134)
    2620        0     8243   100.0%          185      81684  (10863 8243 8177 8178)
    1673        3    17967    99.8%          185      81753  (19643 17967 17903 17900)
    1887        5    36725    99.7%          185      81900  (38617 36725 36589 36584)
    1774        6    29049    99.7%          185      82016  (30829 29049 28940 28934)
    2688        1    13115   100.0%          185      82071  (15804 13115 13034 13033)
    1628        0    13603   100.0%          185      82123  (15231 13603 13552 13552)
    1920        9    43673    99.5%          185      82297  (45602 43673 43514 43505)
    1799        6    28533    99.7%          185      82413  (30338 28533 28426 28420)
    2745        0    10366   100.0%          185      82457  (13111 10366 10290 10293)
    1622        1    11805    99.9%          185      82503  (13428 11805 11762 11761)
    1903        8    39859    99.6%          185      82662  (41770 39859 39714 39706)
    1802        9    30899    99.5%          185      82781  (32710 30899 30786 30777)
    2712        1    15303   100.0%          185      82844  (18016 15303 15214 15213)
    1615        3    13342    99.8%          185      82895  (14960 13342 13295 13292)
    1936        4    45010    99.8%          185      83075  (46950 45010 44837 44833)
    1690        6    17793    99.6%          185      83144  (19489 17793 17728 17722)
   95891       44     7591   100.0%          185      83175  (103526 7591 7574 7530)
   82843        0       79   100.0%          185      83175  (82922 79 33 35)
    8932        0        3   100.0%          185      83175  (8935 3 0 2)
    1495        0        0   100.0%          185      83175  (1495 0 0 0)
    1495        0        0   100.0%          185      83175  (1495 0 0 0)
    1502        1        0    99.9%          185      83175  (1503 0 1 0)
    1494        0        5   100.0%          185      83175  (1499 5 2 5)
    1507        0        0   100.0%          185      83175  (1507 0 0 0)
    1482        0        0   100.0%          185      83175  (1482 0 0 0)
    1501        0        0   100.0%          185      83175  (1501 0 0 0)
    1498        0        0   100.0%          185      83175  (1498 0 0 0)
    1495        0        0   100.0%          185      83175  (1495 0 0 0)
    1523        0        2   100.0%          185      83175  (1525 2 2 2)
    1495        0        0   100.0%          185      83175  (1495 0 0 0)
    1495        0        0   100.0%          185      83175  (1495 0 0 0)
    1495        0        0   100.0%          185      83175  (1495 0 0 0)
    1495        0        0   100.0%          185      83175  (1495 0 0 0)
    1482        0        0   100.0%          185      83175  (1482 0 0 0)
    1506        0        0   100.0%          185      83175  (1506 0 0 0)

