sec,cpu,mem
117,0.08161535498185879,0.055938051074518304
118,0.07465514942785387,0.05691421881105205
119,0.09282048992464423,0.06048330058610097
120,0.08206875315378162,0.05797088612894202
121,0.09791199652804916,0.059906190622383476
122,0.07774051892269034,0.05721523639408304
123,0.08020304880547025,0.0601703692436503
124,0.07801864865754951,0.05964343985486999
125,0.07569450576611761,0.05413197320680978
126,0.07879595721462479,0.05529915629360843
127,0.08192164574379011,0.059127282723974
128,0.0941177441761093,0.06040332765838677
129,0.08979226728439843,0.06071840357242522
130,0.08399777416606188,0.05909737203460788
131,0.08481524096567133,0.06105008819425019
132,0.08782034032933293,0.06070427797934684
133,0.08594590614010625,0.05716419034328733
134,0.08415196974881399,0.05528348702204822
135,0.08452100379570165,0.05740514652525784
136,0.08374912118336589,0.06394415936366125
137,0.08612143935249784,0.06805790622383419
138,0.08576924619034319,0.06814827797934671
139,0.08904548261233601,0.07001411917387616
140,0.09120017019257583,0.07023827965392083
141,0.08224327954228296,0.06679325788445409
142,0.0792207180854034,0.06090692771420579
143,0.09251699868825021,0.05586602204856252
144,0.0886920206530841,0.05694310912643031
145,0.08363315051632725,0.057231201228021174
146,0.07931510590287474,0.05866740161875493
147,0.0834735657772817,0.05596082696064737
148,0.08099822994697187,0.055960768908735276
149,0.0846148469243651,0.058701468322634634
150,0.08585244035724261,0.06058800390734023
151,0.08344524372592796,0.060682888361707876
152,0.08203240106614576,0.061679320401897775
153,0.09276730106056384,0.06420609154339932
154,0.08863308297516055,0.0622942190901478
155,0.0908431820773095,64.00565124225427
156,0.09183058159084591,0.063700268490092
157,0.09328383399385964,0.06904312754674846
158,0.08881296575495391,0.07419010242813259
159,0.08832000027909565,0.07440071755512101
160,0.08649895796818317,0.07576146274071988
161,0.08879210147920752,0.07638434579960905
162,0.0923474995813564,0.07533404018978489
163,0.08630350505163274,0.06592934747418346
164,0.08307529483672889,0.06431676137315086
165,0.08043800915992197,0.059823462461624316
166,0.07459683706391311,0.06411750572146253
167,0.08353688311889484,0.06285818866871316
168,0.08637640650293062,0.06099693273792899
169,0.08688564217136487,0.06218853056098243
170,0.0993496367289979,0.06552097320680994
171,0.08873268337147631,0.0633120745185598
172,0.08167533943622662,0.05856763550097676
173,0.08418799622104416,0.05790598967345785
174,0.09080083505442377,0.06073851716438724
175,0.08627797984928813,0.06258641529444567
176,0.08847344413117522,0.06079170583310044
177,0.08743101981579678,0.060410829751604486
178,0.07950957234161327,0.05977016494557633
179,0.08369362165782858,0.06034134217136417
180,0.0960807943204019,0.0723965590287467
181,0.09383843307284409,0.07225062126709406
182,0.09808439070611233,0.07468276444320356
183,0.09448332740999169,0.07176067959810148
184,0.09778098389059436,0.07194145101869905
185,0.10106652659782317,0.06472121825285998
186,0.09925427136477807,0.06094252414178008
187,0.12297234347474187,0.06487718922690426
188,0.10889931360870775,0.0632877996092657
189,0.09761001251465261,0.06224176109405487
190,0.10858441201814141,0.05907049930226039
191,0.11697059126430338,0.062226185598660326
192,0.10474720798213778,0.06452040217694642
193,0.09064066045213494,0.06421224504605069
194,0.08504224973485924,0.061290333435668365
195,0.13311356681272657,0.07015299469718056
196,0.11089922944459957,0.0635698289422271
197,0.10609377091822525,0.06131616048004453
198,0.08762057608986859,0.059245805749372
199,0.08789652452414139,0.06239693915713095
200,0.08867998675411698,0.0642650435389337
201,0.11145258132570478,0.06551758805470273
202,0.10050209151548986,0.06638959559028676
203,0.09326307429807439,0.06481850069773894
204,0.0885571243371477,0.05879765364219915
205,0.08741183397711405,0.05871171839240837
206,0.08530446656991354,0.06563359252023426
207,0.08841237596706668,0.07048883421713639
208,0.08887772140664266,0.07112902735138112
209,0.0968357407758863,0.07320414457158811
210,0.08322566274072013,0.06797978286352188
211,0.08999735262349982,0.06924382891431757
212,0.10706273839240858,0.06872265113033779
213,0.09885391680714507,0.058812227574657934
214,0.09736366868545941,0.055488308400781394
215,0.09244954951158241,0.05654769522746292
216,0.07787879583974314,0.04895584483393787
217,0.08577815344683239,0.06108665140943332
218,0.07349577705833121,0.057439406084286986
219,0.07315175194529737,0.054491974602288586
220,0.06997089483672897,0.0556808855707507
221,0.07957352785375395,0.0579570664247836
222,0.07730899402735107,0.05771607423946394
223,0.07559294122243934,0.05492749374825542
224,0.08966864457158805,0.060417652684900784
225,0.07161812327658365,0.05207813823611473
226,0.09183593061680144,0.05847341389896724
227,0.08786067735975435,0.0605288314261787
228,0.08848215484231113,0.06287638905944695
229,0.08683318921853192,0.06859782389059403
230,0.08485871027072273,0.0685195297236947
231,0.09199545195646108,0.07000539854870147
232,0.09017201444041327,0.07223608756349367
233,0.08427559662852356,0.06956884175272068
234,0.08356226025676798,0.07054250265140888
235,0.09140202467206235,0.06760382668155127
236,0.09576251197320705,0.06128796985766075
237,0.09687302790957288,0.060686346357800215
238,0.09458855286073138,0.05972184761373114
239,0.10354145855428419,0.059539345520513244
240,0.09920423695227476,0.06571720178621253
241,0.11279535654479482,0.07102897069494796
242,0.11192887161596447,0.0684755607033212
243,0.10616642835612619,0.06476789422271839
244,0.10912821272676544,0.0627238992464415
245,0.10363685213508245,0.060168493720345974
246,0.09932682070890318,0.06150861428970123
247,0.10674217594194782,0.06307006223834764
248,0.10940985785654454,0.06295153921294991
249,0.09260734727881663,0.06169181300586099
250,0.09675613424504603,0.06370012280212098
251,0.09755510242813283,0.06420273318448175
252,0.0949768389617638,0.05980055372592752
253,0.097714143734301,0.060890227463019524
254,0.09939910661456883,0.06076565420039028
255,0.10174726232207633,0.06279707061121902
256,0.09645414116662007,0.06488140329332927
257,0.0967609099637175,0.060748440971252766
258,0.09892908487301164,0.06444327937482497
259,0.10263269494836734,0.06781952553725884
260,0.09985603343566857,0.069448562377896
261,0.09847436784817165,0.06473737789561779
262,0.09711948562656997,0.07138903991068912
263,0.0967129668992466,0.07105916410828898
264,0.11196359293042142,0.0621117094613449
265,0.16456916522467205,0.06563347641641054
266,0.1098928840357246,0.06578224030142318
267,0.11243149634384571,0.0714660133965947
268,0.11279207080658676,0.06865510326541992
269,0.10321757038794328,0.06461491292213199
270,0.11019728128104933,0.06352108428691033
271,0.09995086179179455,0.0626644138989673
272,0.09199197599776712,0.06274377560703313
273,0.08702642483951996,0.06522076555958678
274,0.08714498978509624,0.06241371839240856
275,0.08384546784817179,0.06397876779235225
276,0.12299189000837296,0.08946302037398769
277,0.14223839045492584,0.11261460368406347
278,0.13393607675132582,0.10219261931342452
279,0.13558720767513238,0.10578394306447146
280,0.10755955344683246,0.08639165782863538
281,0.10140909070611241,0.05914926960647445
282,0.1014945731789005,0.0676061655037673
283,0.10861585319564626,0.06749006670387887
284,0.10974350513536152,0.06756546050795378
285,0.09796894465531673,0.06438608400781423
286,0.10623166982975155,0.06681421574099894
287,0.11008670153502668,0.06643212447669511
288,0.10009607209042701,0.06607298576611739
289,0.10048398520792669,0.06630721657828623
290,0.09594145704716718,0.06345896929946984
291,0.10131252302539757,0.06383461680156269
292,0.09912218169132028,0.060194573541724666
293,0.10495793357521634,0.06272126932737918
294,0.10240814317610937,0.06216956098241688
295,0.10876797516048017,0.06270239268769168
296,0.09643019871615965,0.06414308707786756
297,0.0893083796260116,0.06123545604242217
298,0.0905120534189227,0.05992785961484775
299,0.09483871964833936,0.06289539659503175
300,0.10461679598102148,0.06147611694111041
301,0.09349772333240304,0.06309797990510707
302,0.09927964180854079,0.06503082891431733
303,0.10082651158247291,0.06444168294725051
304,0.10175981180574929,0.06394413508233279
305,0.10940994948367277,0.06635933714764086
306,0.101582524588334,0.06792453949204508
307,0.10558864833938068,0.07100952274630158
308,0.10999616745743836,0.07097141696902004
309,0.10831007591403907,0.07140719425062785
310,0.09520759494836717,0.06917555623778905
311,0.10334727574658131,0.06879394753000256
312,0.10209966564331571,0.06779446525258151
313,0.0953242162991907,0.06759577086240583
314,0.09348726017303957,0.06176085347474171
315,0.08818742338822222,0.06497646469438989
316,0.09216778035166058,0.06510804521350785
317,0.08929868289143167,0.06563644571588026
318,0.08773364116662019,0.06585424867429504
319,0.08895976332682128,0.0687609062238345
320,0.0947368056656436,0.06543524588333774
321,0.09635598632430918,0.06336641613173305
322,0.09591981027072294,0.061054672062517336
323,0.09713343689645529,0.06376470527490892
324,0.09627325648897535,0.06306612698855682
325,0.10501287968183093,0.06437598688250018
326,0.1035756918783147,0.06435889952553672
327,0.10388851855986597,0.06251753056098194
328,0.1076590990789841,0.065005792910968
329,0.10281774512977958,0.06359306530840009
330,0.10287333427295559,0.06354654144571563
331,0.10475637901200105,0.06501023444041257
332,0.1057366112196484,0.06821516299190566
333,0.10756137206251751,0.06715735780072517
334,0.10502232933296092,0.06319927686296334
335,0.10486870611219659,0.06341478174713899
336,0.10298492492324891,0.06410974155735354
337,0.10190202623499822,0.06084971336868496
338,0.10362628886408032,0.060307595590287165
339,0.09971284510187016,0.06079763271001904
340,0.09932536924365083,0.06389706335473043
341,0.0969648297236951,0.060728771141501436
342,0.09667793943622635,0.062375657549539255
343,0.09748336142897045,0.06478381858777486
344,0.10290741027072281,0.06810861094055215
345,0.13642468074239444,0.07536357856544758
346,0.10746168713368684,0.06866182416968991
347,0.1057561808540327,0.06685419871615916
348,0.10212425425620981,0.06488005023723102
349,0.129370774574379,0.1007866020094885
350,0.1306347342450466,0.10314548674295242
351,0.13471063047725396,0.10284509768350522
352,0.1349455425620989,0.1142280943343562
353,0.11126202009489265,0.07764325676807111
354,0.10671443762210443,0.0680363279374823
355,0.08939107274630188,0.060363708624057516
356,0.12177136048004485,0.07380645771699645
357,0.11817418598939408,0.07312342897013624
358,0.11107207426737373,0.07374067122522993
359,0.11537462779793463,0.0687830555400498
360,0.10794132349986087,0.07174086491766662
361,0.10241452665364267,0.06566217080658644
362,0.09736970309796247,0.0633887546748534
363,0.08702708261233576,0.06034069466927142
364,0.0869078582193695,0.06004384370639121
365,0.09499737705833083,0.06112272062517417
366,0.08956248155177238,0.061824565727044194
367,0.09512577756070337,0.06033294529723698
368,0.0923388568238909,0.06863189952553697
369,0.08664553862684889,0.058792501255930725
370,0.0972736279653919,0.06045085180016725
371,0.09528598099358086,0.06422722997488098
372,0.09608351325704725,0.06314720820541395
373,0.1047421448227745,0.06538890873569576
374,0.09979642115545623,0.06639578286352134
375,0.10149575657270439,0.06604115433993785
376,0.10024348961763886,0.06787895925202288
377,0.09904169205972665,0.06722773541724762
378,0.09652391869941374,0.06645081551772213
379,0.10441621892269039,0.0625646006140102
380,0.1010280579123639,0.05804224839519937
381,0.1066679265559589,0.06585934859056607
382,0.09813919877756101,0.06498046469438978
383,0.09963047061121964,0.05898097823053285
384,0.09774913921295007,0.05923893608707758
385,0.0893761326821099,0.05598909238068671
386,0.09559714917666767,0.05777038264024544
387,0.09979151255930774,0.05933439910689347
388,0.08239020656991362,0.058931643036561385
389,0.08525520585263754,0.06299447167178353
390,0.0867703725230255,0.06560967485347476
391,0.08742298068657552,0.06226229081775016
392,0.10466045908456628,0.060856541138710266
393,0.08431363873848738,0.06176377030421424
394,0.08641100664247828,0.05846110214903663
395,0.0913320559475302,0.06109726290817723
396,0.08519576064750187,0.060564482835612055
397,0.08759093618755251,0.05579493329611989
398,0.087684976611778,0.05193426681551737
399,0.09047436505721446,0.05549109349706917
400,0.08977443759419482,0.055423792352776766
401,0.10158458936645261,0.05742015992185285
402,0.09403379165503778,0.05704388138431444
403,0.09312175172760243,0.057271716717833814
404,0.10100151375383758,0.05999727111359147
405,0.09223573271001936,0.0621348291934129
406,0.09352226694111089,0.06273100111638258
407,0.0952567767038794,0.06221776248953369
408,0.10327305967066706,0.06488115433993824
409,0.09385792634663702,0.06629800641920162
410,0.08964274362545348,0.06277635249790661
411,0.08601114566006116,0.0663433139826961
412,0.09048745262070886,0.06323498102148994
413,0.08839785104102718,0.057907777281607196
414,0.08796422587217399,0.061095020653083816
415,0.08424712838124465,0.061243504605079366
416,0.09291797153223552,0.05945058554284086
417,0.08705755025955932,0.06087042450460475
418,0.1034889835556798,0.06381699944180824
419,0.15327549603404952,0.07229500725648842
420,0.09257539779514355,0.0572125420039072
421,0.0987847948283562,0.06589026765280433
422,0.09640697448088201,0.06453945883337923
423,0.1022192106614567,0.0678912548144008
424,0.09568440577169973,0.06406180323751014
425,0.0898507245046051,0.061360351102427664
426,0.11932889056656458,0.0547682924923245
427,0.10153162954786468,0.06527192157409939
428,0.09569946234998597,0.06466762573262559
429,0.08853798638012851,0.06277236952274606
430,0.08901643495674028,0.06460270946134493
431,0.09205279411107987,0.06689169048283543
432,0.09885132735138158,0.06888337957019244
433,0.08153649781747149,0.06609678146804347
434,0.08353136434272933,0.05974776165224651
435,0.08934171113591995,0.06573131761094042
436,0.08869580996371741,0.06699511470834489
437,0.09402818504046878,0.06551250907061099
438,0.08865271071727615,0.06711583617080677
439,0.09246280616801587,0.06361316075914047
440,0.13228803020373991,0.0614062824448784
441,0.1125124251744349,0.059327750488417416
442,0.1385138069801842,0.059018036003348893
443,0.11233536874127836,0.06302041501534991
444,0.1274848233351942,0.08320328830588883
445,0.09373227557912332,0.06841797292771362
446,0.09990774684342714,0.061815269606474516
447,0.10151916374546462,0.06431397125313924
448,0.08972051374825585,0.0618528127267649
449,0.08436238344962332,0.05844189813005824
450,0.08844589779514368,0.05992233212391798
451,0.09426389212950058,0.06192531509907846
452,0.09279266308400817,0.06140256042422478
453,0.08846311336310365,0.058767568797097096
454,0.09205262954228297,0.0640833008651964
455,0.09095164248395231,0.06006958721741518
456,0.09232180771699722,0.06354157940273504
457,0.09631884095729852,0.06637305554004995
458,0.0941212438487301,0.06070456405246984
459,0.08758507306726224,0.06388647920736779
460,0.09039517490929386,0.05953539743231899
461,0.08431955559586948,0.056517089589729105
462,0.08951315732068083,0.05955185403293294
463,0.0896234016131736,0.06452269746022851
464,0.08707532082054147,0.06466382723974294
465,0.09007912743790132,0.06430982723974303
466,0.08458369691599213,0.05941817722578813
467,0.09087660672620745,0.05967576053586312
468,0.09147951898967373,0.05732704605079493
469,0.09596334448785938,0.058784572146245294
470,0.09328882445436773,0.05687450795422778
471,0.09665552941110785,0.06258482751883819
472,0.09358129810214914,0.05807134272955581
473,0.08990517059168289,0.058187092380686055
474,0.09021298662322082,0.05736793720346027
475,0.09692896310354442,0.0619010477253694
476,0.0951149897962599,0.0687975082333236
477,0.09648695457382128,0.06918614987440655
478,0.09251693963438479,0.07053605749372041
479,0.0927152831147083,0.06864636575495386
480,0.09627017072285816,0.05978425676807125
481,0.09142103921294992,0.05720539240859598
482,0.08945774026234998,0.05699183784538076
483,0.0916499295004186,0.056896288584984474
484,0.08748864574379007,0.05610377449065009
485,0.09324447583030998,0.06343568043538926
486,0.09848156163829205,0.06622754730672575
487,0.09022350060563775,0.06612328635221833
488,0.09553300664247863,0.07133337622104359
489,0.11277059999720868,0.06849302874685993
490,0.09525349976555972,0.061824494836728625
491,0.10178824320401922,0.07066626821099564
492,0.10129972037873301,0.07118848088194181
493,0.10290012266257344,0.07091206698297457
494,0.10015590493999464,0.06531969913480257
495,0.09407350734021759,0.0650869179458548
496,0.09537882353056117,0.07033835305609762
497,0.10364305894501824,0.07134398492882994
498,0.09559345735417236,0.07067878956181928
499,0.11433405643315651,0.06049015936366154
500,0.08186199224113866,0.06205222885849814
501,0.07939360243929693,0.06524994585542797
502,0.08277619715322358,0.06132468573820794
503,0.08985141342450445,0.06704402344404124
504,0.09519774521350868,0.06769158972927725
505,0.09144736301981574,0.06843026514094303
506,0.09844418464136198,0.06196455372592758
507,0.08541684415294447,0.06367792659782266
508,0.09477653374267388,0.06757969550655835
509,0.09703482629612074,0.06809928467764376
510,0.09127502041306154,0.06967408512419725
511,0.0984463872983535,0.06571112894222678
512,0.09155286919341349,0.0701336636896453
513,0.10693204767513247,0.07356510745185564
514,0.09317378971811362,0.0675502824448786
515,0.08773988576611785,0.0632244557633262
516,0.08628476296957865,0.05982497125313922
517,0.08904625087273255,0.059642150432597685
518,0.08907742246720639,0.06615907535584666
519,0.08906210254256201,0.06823330030700503
520,0.08734637795981026,0.05982274769745962
521,0.1376849825648899,0.07023695757744859
522,0.11152312469997198,0.07566943901758295
523,0.10667356712252282,0.08097540357242548
524,0.12062722642478403,0.08513014485068339
525,0.10611755515964301,0.08052163633826376
526,0.10086278562656988,0.07627801228021179
527,0.1153634870747976,0.07594691487580221
528,0.1131975863801285,0.07802105051632682
529,0.11357024309238074,0.0788739419480877
530,0.1267456521909016,0.07712152107172711
531,0.15835166285794025,0.09124401451297742
532,0.1288971062796539,0.08909623778956108
533,0.12502930003349152,0.08617139324588291
534,0.11962681143176078,0.07990344934412456
535,0.11388141897571881,0.0841550622383471
536,0.11818856670387957,0.08491448088194194
537,0.0987830424616245,0.07584378683226299
538,0.10414012458833392,0.06995899246441477
539,0.09974428581635489,0.07019150041864311
540,0.09776313925760523,0.06894575104660866
541,0.09628815573541732,0.06795999051074447
542,0.13648476581077296,0.09440999246441474
543,0.13926426157689056,0.11124897934691602
544,0.13918928291655044,0.11158047139268741
545,0.1503928531398271,0.10188177393245856
546,0.11620828320681016,0.06496417507675066
547,0.09223482986603401,0.05926064499023112
548,0.12020646536421975,0.06410855874965042
549,0.10858047225788427,0.06596793106335415
550,0.10783964931063326,0.06767158610103245
551,0.1033056248116107,0.06770654730672594
552,0.1280017954200391,0.0677515908456595
553,0.11477834545353044,0.06008751353614277
554,0.10425529663131473,0.05788600641920161
555,0.09046894542283003,0.060071359196204044
556,0.13583634384593932,0.07195382333240265
557,0.0920652610382363,0.06296187105777273
558,0.08877733717555131,0.06577447446274036
559,0.09279175171867125,0.06541578481719189
560,0.10816440298632451,0.07104825927993298
561,0.1010600622216022,0.06798593385431176
562,0.10114725604242267,0.06873542617917906
563,0.11083325504326001,0.06860065085124142
564,0.1044981977839796,0.07157395087915085
565,0.11387789818587797,0.06714521936924309
566,0.09664498969578596,0.06744526849009135
567,0.08859173181691327,0.0659818344962318
568,0.0970485787608151,0.06948862182528569
569,0.09863794903712021,0.07397668294725031
570,0.0815294819843707,0.06754171336868471
571,0.09740150106893675,0.06830556572704394
572,0.11144060805470292,0.06986282026234947
573,0.08791699545073957,0.06864338068657494
574,0.11468972444320391,0.07010327965392091
575,0.12839167713647762,0.07213768657549541
576,0.10678068710577764,0.07364333463577977
577,0.10388853014233909,0.07399629444599472
578,0.09145759055540059,0.06698683756628476
579,0.0841082231281049,0.0715492542562099
580,0.09832191359754394,0.07292601032654188
581,0.1363018095869379,0.07259589617638824
582,0.11096867667317901,0.07222453363103529
583,0.0929713745185598,0.07104208568238884
584,0.09829216188947773,0.07294253056098216
585,0.09568283707507672,0.07009359252023413
586,0.09943679145492583,0.0690467650013952
587,0.09260847422271834,0.06889542087636048
588,0.0989505373430087,0.06975252665364154
589,0.09001453411945298,0.06250467903991012
590,0.08922960195367012,0.0635259603684057
591,0.09487543043259837,0.0587189090706105
592,0.08442822651409458,0.05923271085682337
593,0.08373101869941382,0.0575586982975155
594,0.0899542224309235,0.06493575020932171
595,0.0796856173597547,0.07073333351939687
596,0.08429687295283299,0.07163867401618676
597,0.10569584075355881,0.07306888752442067
598,0.09292188220206525,0.07312958035166066
599,0.11232714939994433,0.07252514038515168
600,0.09726446745743783,0.06532204660898676
601,0.08788749097404408,0.06421847195087887
602,0.09528177931900668,0.06231279486463822
603,0.08630534993022614,0.0649964490650291
604,0.08570746726486164,0.06700010019536697
605,0.09855699101311768,0.06614213675690746
606,0.09732181037957027,0.06051740999162717
607,0.09685757216857424,0.06087459252023438
608,0.09449253123081236,0.06662855819145948
609,0.08889702771420574,0.06716433491487592
610,0.08331658771978774,0.06249483449623208
611,0.091455052804912,0.06329078035165997
612,0.09018706744627426,0.06486346915992125
613,0.0753197142897015,0.062004148478927615
614,0.07600752293329595,0.06113104632989048
615,0.08213814548702196,0.08116182640245556
616,0.0886139852051353,0.08089502874685969
617,0.10156181584705562,0.0777620120011161
618,0.09005418656154048,0.0784258294725086
619,0.1096210354920458,0.06852646832263411
620,0.08804964250907085,0.05849943734300829
621,0.0841480793692438,0.06052399023164927
622,0.0860912183365896,0.06007844794864615
623,0.0886486194529724,0.06196323695227434
624,0.08626069550655886,0.06318275327937435
625,0.08325118103823619,0.06777279263187261
626,0.08603924192296937,0.06331848227742089
627,0.08559449707758869,0.06615127239743225
628,0.08971343772816125,0.07433106614568781
629,0.0912279684063636,0.07346496371755515
630,0.09369876600000006,0.07491112308121667
631,0.08031408034886986,0.07259899497627659
632,0.07358499928551492,0.07128973792910961
633,0.08622479948646386,0.07090336477811868
634,0.07669343782305359,0.06552733379849288
635,0.0721484914038515,0.07086116634105458
636,0.08768167306447115,0.06867050376779182
637,0.07538612270443759,0.06631944264582701
638,0.08731876751325722,0.063505487301144
639,0.08270699032793738,0.056666840915433496
640,0.08251434386547607,0.05903621574099874
641,0.08298969240301417,0.058858114708344476
642,0.08074927824448795,0.05970789282723926
643,0.08110230393524964,0.06500564219927371
644,0.07597699852079265,0.06302416382919286
645,0.08261890252302552,0.06224883254256166
646,0.07163023148199825,0.06338842534189214
647,0.07806932595590291,0.06182449793469123
648,0.08020174451576877,0.0590116689924645
649,0.08557142726765272,0.06261568127267651
650,0.07661050780072574,0.05435509349706913
651,0.06717050943343567,0.059380346636896265
652,0.07678546542003897,0.06048600111638266
653,0.08366150999162697,0.06278246888082577
654,0.08243750915433987,0.05873857577449015
655,0.07111527770025136,0.05664989980463264
656,0.07018205457716992,0.05822305414457123
657,0.07437905263745441,0.058958861289421696
658,0.07609495439575767,0.05620583533351915
659,0.06755400485905669,0.05906699776723385
660,0.07941618633826401,0.05703527909572952
661,0.08157809150655877,0.05819736226625701
662,0.08503763572146258,0.05781578872453201
663,0.09548755583589191,0.05955539497627634
664,0.08444880712252308,0.059928677365335956
665,0.08647980852079283,0.061435553167736155
666,0.08726737828635212,0.06211627379291053
667,0.08943536794027339,0.062433518001674126
668,0.0835346846050798,0.059519476137314745
669,0.07620786306726196,0.05913103460787006
670,0.07384343318448221,0.05247899609265943
671,0.07745474339938627,0.058184386826681304
672,0.08946085147083414,0.06732284035724233
673,0.08479487253698026,0.06714344376221013
674,0.0789997320206532,0.06363394418085382
675,0.0778579578593357,0.06908583310075343
676,0.07687653804074783,0.06777308679877192
677,0.08498611038236131,0.06844487552330424
678,0.09128231984928838,0.0667041476416408
679,0.08866730376779236,0.06806072425341889
680,0.08907318051074524,0.06673904130616767
681,0.09397246098464984,0.06576285152107138
682,0.08736131471113592,0.05511565615406031
683,0.08157528914317613,0.0598211043818024
684,0.0843758648339379,0.05746959391571265
685,0.07983113759419495,0.05541821267094573
686,0.07531303969578562,0.055747620708902774
687,0.07498879081244758,0.06072259838124427
688,0.06929209044200389,0.05830904716717792
689,0.07169781939994409,0.05860461959251982
690,0.06554857439854865,0.05516546943901713
691,0.06938705210159087,0.05625566759698538
692,0.06649650608428696,0.056564851241975474
693,0.07264360133965946,0.05671801451297757
694,0.06910186625732631,0.06432235584705523
695,0.07181881758303096,0.06830409907898409
